hour_of_day,date,usertype,tripduration_min,tripduration_max,tripduration_mean,tripduration_sum,tripduration_count
12,2019-03-07,Subscriber,62,31201,645.8115543328748,939010,1454
12,2019-03-08,Customer,82,11862,1627.3157894736842,216433,133
12,2019-03-08,Subscriber,61,6371,617.6577396893412,1153167,1867
12,2019-03-09,Customer,68,20712,1701.9571734475376,794814,467
12,2019-03-09,Subscriber,64,178444,909.0840989399293,2572708,2830
12,2019-03-10,Customer,87,98235,3831.7555555555555,172429,45
12,2019-03-10,Subscriber,71,22111,616.3190416141235,488741,793
12,2019-03-11,Customer,62,208979,2541.5238095238096,533720,210
12,2019-03-11,Subscriber,62,18669,678.8410150181253,1310842,1931
12,2019-03-12,Customer,99,84834,2389.375722543353,413362,173
12,2019-03-12,Subscriber,62,8576,645.9896739130435,1188621,1840
12,2019-03-13,Customer,75,9156,1257.878947368421,238997,190
12,2019-03-13,Subscriber,61,102573,700.4621888210428,1491284,2129
12,2019-03-14,Customer,71,205257,2501.0035842293905,697780,279
12,2019-03-14,Subscriber,67,12984,696.6629766297663,1699161,2439
12,2019-03-15,Customer,124,19410,1610.7746913580247,521891,324
12,2019-03-15,Subscriber,61,106394,750.6614173228346,1906680,2540
12,2019-03-16,Customer,70,251391,2267.912739965096,1299514,573
12,2019-03-16,Subscriber,61,11430,766.853859348199,2235379,2915
12,2019-03-17,Customer,112,83366,1873.565400843882,888070,474
12,2019-03-17,Subscriber,62,89085,795.636398467433,2076611,2610
12,2019-03-18,Customer,101,87954,2115.2134831460676,564762,267
12,2019-03-18,Subscriber,66,14756,695.8840830449827,1206663,1734
12,2019-03-19,Customer,79,330913,3869.977186311787,1017804,263
12,2019-03-19,Subscriber,62,17100,706.1064973131412,1445400,2047
12,2019-03-20,Customer,111,12758,1522.6313868613138,417201,274
12,2019-03-20,Subscriber,62,21438,712.7853380158033,1623725,2278
12,2019-03-21,Customer,65,7275,1241.5454545454545,40971,33
12,2019-03-21,Subscriber,65,1630514,2638.083435582822,2150038,815
12,2019-03-22,Customer,98,10562,1345.642857142857,94195,70
12,2019-03-22,Subscriber,62,612530,1026.5517027863777,1657881,1615
12,2019-03-23,Customer,61,21814,1487.6296296296296,522158,351
12,2019-03-23,Subscriber,62,265683,843.8764389869532,2199142,2606
12,2019-03-24,Customer,61,26626,1875.0807174887893,1672572,892
12,2019-03-24,Subscriber,64,206821,991.7597697667373,3273799,3301
12,2019-03-25,Customer,78,19136,1562.645390070922,440666,282
12,2019-03-25,Subscriber,69,7835,640.8609375,1230453,1920
12,2019-03-26,Customer,133,86689,1896.9203187250996,476127,251
12,2019-03-26,Subscriber,63,16956,663.6346987951807,1377042,2075
12,2019-03-27,Customer,85,13710,1827.2623574144486,480570,263
12,2019-03-27,Subscriber,62,13865,673.262157382847,1522919,2262
12,2019-03-28,Customer,96,73786,2338.840531561462,703991,301
12,2019-03-28,Subscriber,62,5929,680.1782020684169,1709968,2514
12,2019-03-29,Customer,78,17378,1551.868073878628,588158,379
12,2019-03-29,Subscriber,63,86854,710.5243223171185,1913442,2693
12,2019-03-30,Customer,65,340849,2341.8568601583115,3550255,1516
12,2019-03-30,Subscriber,61,113900,957.416961130742,4064235,4245
12,2019-03-31,Customer,64,116011,2272.963768115942,627338,276
12,2019-03-31,Subscriber,62,15027,687.9257175014069,1222444,1777
12,2019-04-01,Customer,68,24750,1763.7432432432433,391551,222
12,2019-04-01,Subscriber,63,13114,656.9165370658372,1267192,1929
12,2019-04-02,Customer,141,9838,1683.3761904761905,353509,210
12,2019-04-02,Subscriber,66,25721,679.5145051194539,1592782,2344
12,2019-04-03,Customer,71,22943,1930.501246882793,774131,401
12,2019-04-03,Subscriber,61,155164,734.0478589420655,2039919,2779
12,2019-04-04,Customer,61,35184,1680.9430894308944,620268,369
12,2019-04-04,Subscriber,62,188261,803.8797653958944,2192984,2728
12,2019-04-05,Customer,68,10583,1120.111111111111,70567,63
12,2019-04-05,Subscriber,66,116403,744.9440789473684,905852,1216
12,2019-04-06,Customer,72,160973,1967.1581359816653,2575010,1309
12,2019-04-06,Subscriber,61,138518,924.0874263261296,3762884,4072
12,2019-04-07,Customer,65,164466,2060.170542635659,3189144,1548
12,2019-04-07,Subscriber,63,376351,1060.7346557759627,4545248,4285
12,2019-04-08,Customer,72,86533,2121.706422018349,925064,436
12,2019-04-08,Subscriber,61,14152,741.0721172387197,1921600,2593
12,2019-04-09,Customer,69,329668,2527.534965034965,722875,286
12,2019-04-09,Subscriber,62,160009,786.5613963039015,1915277,2435
12,2019-04-10,Customer,81,25857,1508.8626865671642,505469,335
12,2019-04-10,Subscriber,61,13553,709.1420554191511,2021764,2851
12,2019-04-11,Customer,77,104770,1930.690625,617821,320
12,2019-04-11,Subscriber,62,399474,927.6591560835723,2264416,2441
12,2019-04-12,Customer,78,101976,1978.3422222222223,890254,450
12,2019-04-12,Subscriber,61,1215142,1125.4538834951456,3245809,2884
12,2019-04-13,Customer,71,75139,1918.5751104565538,2605425,1358
12,2019-04-13,Subscriber,61,185820,907.3370786516854,4037650,4450
12,2019-04-14,Customer,61,443011,2356.8439915671115,3353789,1423
12,2019-04-14,Subscriber,65,737748,1364.0782268578878,5231240,3835
12,2019-04-15,Customer,167,31051,1899.7956989247311,176681,93
12,2019-04-15,Subscriber,64,156780,824.5227492739593,851732,1033
12,2019-04-16,Customer,71,24380,1765.9324055666004,888264,503
12,2019-04-16,Subscriber,61,17973,713.6744769874477,1705682,2390
12,2019-04-17,Customer,73,353039,2751.618473895582,1370306,498
12,2019-04-17,Subscriber,61,18353,713.3140134974196,1796838,2519
12,2019-04-18,Customer,148,52228,1808.4333333333334,488277,270
12,2019-04-18,Subscriber,72,364519,796.2814341846758,1621229,2036
12,2019-04-19,Customer,65,236668,2050.7722878625136,1909269,931
12,2019-04-19,Subscriber,63,101168,785.6462922742786,2532138,3223
12,2019-04-20,Customer,115,33755,1724.3963039014375,839781,487
12,2019-04-20,Subscriber,61,14495,702.9062780269059,1567481,2230
12,2019-04-21,Customer,64,71162,1939.1828358208954,2598505,1340
12,2019-04-21,Subscriber,61,20978,829.7847119645495,2247057,2708
12,2019-04-22,Customer,72,178878,2245.6123711340206,2178244,970
12,2019-04-22,Subscriber,61,214937,805.9614469300333,1693325,2101
12,2019-04-23,Customer,82,22622,1733.3990665110853,1485523,857
12,2019-04-23,Subscriber,61,9206,773.2913059841927,2054635,2657
12,2019-04-24,Customer,61,40268,1688.4002911208152,1159931,687
12,2019-04-24,Subscriber,62,26569,762.5396419437341,2087071,2737
12,2019-04-25,Customer,64,12935,1663.8308157099698,1101456,662
12,2019-04-25,Subscriber,65,84859,743.2392327180601,2053570,2763
12,2019-04-26,Customer,163,11276,1364.9756097560976,111928,82
12,2019-04-26,Subscriber,79,5836,667.1198786039454,439632,659
12,2019-04-27,Customer,63,775791,2294.80378250591,2912106,1269
12,2019-04-27,Subscriber,63,274787,982.970019078768,3606517,3669
12,2019-04-28,Customer,85,87754,1667.3362068965516,773644,464
12,2019-04-28,Subscriber,61,108943,725.8853738701725,1766805,2434
12,2019-04-29,Customer,62,593795,2891.154875717017,1512074,523
12,2019-04-29,Subscriber,62,9791,693.5230107526882,1612441,2325
12,2019-04-30,Customer,109,6406,1591.7344827586207,461603,290
12,2019-04-30,Subscriber,61,14267,675.8939929328621,1530224,2264
12,2019-05-01,Customer,64,38001,1529.2179836512262,561223,367
12,2019-05-01,Subscriber,65,16314,665.929931146213,1644181,2469
12,2019-05-02,Customer,68,410586,2358.370786516854,1469265,623
12,2019-05-02,Subscriber,62,24142,760.7682282493836,2159821,2839
12,2019-05-03,Customer,91,38414,1623.0,860190,530
12,2019-05-03,Subscriber,62,12571,688.1413043478261,1772652,2576
12,2019-05-04,Customer,61,13510,1569.765503875969,809999,516
12,2019-05-04,Subscriber,64,182590,846.6909448818898,1720476,2032
12,2019-05-05,Customer,72,1334619,16403.4375,1574730,96
12,2019-05-05,Subscriber,61,4184,618.1418092909536,505640,818
12,2019-05-06,Customer,75,2532056,6315.467828418231,4711339,746
12,2019-05-06,Subscriber,62,2397579,1716.0271867612294,4355277,2538
12,2019-05-07,Customer,64,1903285,5213.453874538745,2825692,542
12,2019-05-07,Subscriber,62,11351,716.8426924507252,1927590,2689
12,2019-05-08,Customer,85,14223,1520.9742173112338,825889,543
12,2019-05-08,Subscriber,67,242230,842.7123844731977,2279537,2705
12,2019-05-09,Customer,70,20797,1449.2050113895216,636201,439
12,2019-05-09,Subscriber,61,9732,710.1311794472557,1824327,2569
12,2019-05-10,Customer,65,287638,2071.965048543689,1067062,515
12,2019-05-10,Subscriber,62,16572,705.1012564671101,1908004,2706
12,2019-05-11,Customer,62,694786,2440.292487684729,3963035,1624
12,2019-05-11,Subscriber,63,13151,891.2872392042698,3673886,4122
12,2019-05-12,Customer,145,5445,1107.7906976744187,47635,43
12,2019-05-12,Subscriber,66,104685,837.0283018867924,354900,424
12,2019-05-13,Customer,206,2451,987.0,57246,58
12,2019-05-13,Subscriber,63,3805,594.4107142857143,499305,840
12,2019-05-14,Customer,120,2239113,10814.556962025317,2563050,237
12,2019-05-14,Subscriber,72,7821,679.4561247216036,1525379,2245
12,2019-05-15,Customer,67,217827,1978.6167664670659,991287,501
12,2019-05-15,Subscriber,61,9210,755.8554672720394,1997726,2643
12,2019-05-16,Customer,95,18553,1606.8935837245697,1026805,639
12,2019-05-16,Subscriber,62,11563,743.7291965566715,2073517,2788
12,2019-05-17,Customer,103,27536,1434.0436893203882,886239,618
12,2019-05-17,Subscriber,61,29468,691.7614973262032,1940391,2805
12,2019-05-18,Customer,67,152158,1874.157652474108,3257286,1738
12,2019-05-18,Subscriber,66,15454,930.4283607766035,3785913,4069
12,2019-05-19,Customer,64,1584560,2615.048206937096,4448197,1701
12,2019-05-19,Subscriber,64,120312,944.3341922185003,3664961,3881
12,2019-05-20,Customer,66,10389,1524.6788321167883,1044405,685
12,2019-05-20,Subscriber,62,9271,711.2977129337539,1803851,2536
12,2019-05-21,Customer,71,49278,1680.7770154373927,979893,583
12,2019-05-21,Subscriber,65,13191,750.363866763215,2072505,2762
12,2019-05-22,Customer,74,34827,1646.3078149920254,1032235,627
12,2019-05-22,Subscriber,61,50520,758.9713031735314,2248073,2962
12,2019-05-23,Customer,73,23948,1485.780701754386,677516,456
12,2019-05-23,Subscriber,62,32811,719.1917757009346,1923838,2675
12,2019-05-24,Customer,62,951098,2641.6995464852607,2329979,882
12,2019-05-24,Subscriber,62,295466,871.4682367524016,2812228,3227
12,2019-05-25,Customer,71,56563,1746.7496159754223,3411402,1953
12,2019-05-25,Subscriber,61,747753,1189.7423004399748,3785760,3182
12,2019-05-26,Customer,71,419280,2320.1121704991588,4136760,1783
12,2019-05-26,Subscriber,67,158256,1019.3181132075472,2701193,2650
12,2019-05-27,Customer,66,79785,2072.72427375677,4209703,2031
12,2019-05-27,Subscriber,61,21142,963.7872732861973,3135200,3253
12,2019-05-28,Customer,139,12070,1508.975,241436,160
12,2019-05-28,Subscriber,62,5636,647.873968492123,863616,1333
12,2019-05-29,Customer,171,14029,1521.7168316831683,768467,505
12,2019-05-29,Subscriber,65,11589,733.1680029154519,2011813,2744
12,2019-05-30,Customer,88,10582,1472.2262626262627,728752,495
12,2019-05-30,Subscriber,65,9784,750.4079655543595,2091387,2787
12,2019-05-31,Customer,64,15128,1723.151308304892,1514650,879
12,2019-05-31,Subscriber,62,47748,805.402191962803,2425066,3011
12,2019-06-01,Customer,61,580721,1981.359828141783,3689292,1862
12,2019-06-01,Subscriber,62,90498,875.0827698764281,3753230,4289
12,2019-06-02,Customer,61,280072,2067.1742642815925,3582413,1733
12,2019-06-02,Subscriber,61,17449,907.4293424926399,3698682,4076
12,2019-06-03,Customer,86,23771,1741.479411764706,1184206,680
12,2019-06-03,Subscriber,61,32961,768.5812260536399,2005997,2610
12,2019-06-04,Customer,157,28374,1610.595238095238,1014675,630
12,2019-06-04,Subscriber,62,7900,746.4317133735367,2104191,2819
12,2019-06-05,Customer,99,26328,1614.2405303030303,852319,528
12,2019-06-05,Subscriber,62,18178,733.2030866362679,2090362,2851
12,2019-06-06,Customer,66,24713,1528.8595041322315,924960,605
12,2019-06-06,Subscriber,62,17264,738.66513437058,2088945,2828
12,2019-06-07,Customer,68,13771,1558.0855106888362,1311908,842
12,2019-06-07,Subscriber,61,5754,732.1857906318768,2329083,3181
12,2019-06-08,Customer,66,1086955,2495.383172561629,4656385,1866
12,2019-06-08,Subscriber,69,1128696,1192.520541205412,4847596,4065
12,2019-06-09,Customer,69,264859,1855.1528429838288,3556328,1917
12,2019-06-09,Subscriber,61,13211,915.1257925437484,3608341,3943
12,2019-06-10,Customer,177,11778,1386.837837837838,51313,37
12,2019-06-10,Subscriber,71,8495,685.4655963302753,298863,436
12,2019-06-11,Customer,66,376269,2987.775390625,1529741,512
12,2019-06-11,Subscriber,63,1795993,1406.8492005813953,3871649,2752
12,2019-06-12,Customer,64,2343428,7227.474796747967,4444897,615
12,2019-06-12,Subscriber,71,1206002,1209.630173564753,3624052,2996
12,2019-06-13,Customer,167,3311,1105.2033898305085,65207,59
12,2019-06-13,Subscriber,65,7507,680.7687140115163,709361,1042
12,2019-06-14,Customer,64,12610,1433.2418670438472,1013302,707
12,2019-06-14,Subscriber,65,8566,704.8759337447223,2170313,3079
12,2019-06-15,Customer,64,1465840,2576.019340159272,4528642,1758
12,2019-06-15,Subscriber,61,14059,851.2687484632407,3462110,4067
12,2019-06-16,Customer,62,2248706,3244.60312732688,4357502,1343
12,2019-06-16,Subscriber,61,57749,811.374215630348,2844678,3506
12,2019-06-17,Customer,144,996519,3312.6530612244896,2110160,637
12,2019-06-17,Subscriber,61,869351,1029.8557732388495,2470624,2399
12,2019-06-18,Customer,75,12265,1180.8531468531469,168862,143
12,2019-06-18,Subscriber,61,22508,673.1484375,603141,896
12,2019-06-19,Customer,136,72518,1715.7201834862385,748054,436
12,2019-06-19,Subscriber,63,13191,691.3774074074074,1866719,2700
12,2019-06-20,Customer,72,16935,1739.4776470588235,739278,425
12,2019-06-20,Subscriber,72,13878,706.9198078344419,1912925,2706
12,2019-06-21,Customer,63,218742,2202.8864265927978,795242,361
12,2019-06-21,Subscriber,66,25409,710.0783015192832,1822771,2567
12,2019-06-22,Customer,64,346464,1811.1770666666666,3395957,1875
12,2019-06-22,Subscriber,64,68664,894.4435825105783,3804963,4254
12,2019-06-23,Customer,61,625890,2092.4074462506555,3990221,1907
12,2019-06-23,Subscriber,66,286323,1053.302389937107,4186877,3975
12,2019-06-24,Customer,94,101479,1720.7110481586403,1214822,706
12,2019-06-24,Subscriber,64,5046,704.4748279608838,1945055,2761
12,2019-06-25,Customer,122,31309,1584.561038961039,610056,385
12,2019-06-25,Subscriber,62,621128,917.2647170527915,2415158,2633
12,2019-06-26,Customer,80,42407,1614.1446345256609,1037895,643
12,2019-06-26,Subscriber,63,6843,740.4378211716341,2161338,2919
12,2019-06-27,Customer,61,32378,1598.4128595600678,944662,591
12,2019-06-27,Subscriber,62,1197259,1145.9749731855559,3205292,2797
12,2019-06-28,Customer,79,547288,2318.944065484311,1699786,733
12,2019-06-28,Subscriber,61,8924,714.3621890547264,2153802,3015
12,2019-06-29,Customer,66,185827,1715.8622448979593,2354163,1372
12,2019-06-29,Subscriber,63,199624,888.0599613152805,3213889,3619
12,2019-06-30,Customer,65,416418,1936.4234042553192,2730357,1410
12,2019-06-30,Subscriber,63,13839,869.82304400978,2846061,3272
12,2019-07-01,Customer,67,21588,1729.4897400820794,1264257,731
12,2019-07-01,Subscriber,63,16866,745.0765090349865,1937944,2601
12,2019-07-02,Customer,63,502953,2071.86328125,1591191,768
12,2019-07-02,Subscriber,66,7831,727.7510653409091,2049347,2816
12,2019-07-03,Customer,78,13118,1378.1797101449276,950944,690
12,2019-07-03,Subscriber,65,13273,726.0252873563219,2210747,3045
12,2019-07-04,Customer,64,293180,2119.7141638225257,2484305,1172
12,2019-07-04,Subscriber,64,111742,875.818774445893,2015259,2301
12,2019-07-05,Customer,65,344519,2252.7504065040653,2770883,1230
12,2019-07-05,Subscriber,61,17818,751.0967361384191,1910039,2543
12,2019-07-06,Customer,62,99713,1628.9881040892194,2190989,1345
12,2019-07-06,Subscriber,61,1111540,1189.0170519136036,3137816,2639
12,2019-07-07,Customer,61,80269,1824.1767719897523,2136111,1171
12,2019-07-07,Subscriber,61,24195,811.5391169635941,2095394,2582
12,2019-07-08,Customer,83,20107,1740.8239130434783,800779,460
12,2019-07-08,Subscriber,61,29390,688.7666214382632,1522863,2211
12,2019-07-09,Customer,62,38726,1467.4292763157894,892197,608
12,2019-07-09,Subscriber,61,419458,872.260565840028,2497282,2863
12,2019-07-10,Customer,102,13154,1368.748726655348,806193,589
12,2019-07-10,Subscriber,61,32497,719.6610625420309,2140272,2974
12,2019-07-11,Customer,103,105505,1827.8111298482293,1083892,593
12,2019-07-11,Subscriber,61,16527,728.286925795053,2061052,2830
12,2019-07-12,Customer,76,810183,2813.7824,1758614,625
12,2019-07-12,Subscriber,71,61749,748.0961800818554,2193418,2932
12,2019-07-13,Customer,67,778404,2201.9872773536895,3461524,1572
12,2019-07-13,Subscriber,61,109278,880.0939226519337,3504534,3982
12,2019-07-14,Customer,65,25458,1523.8907624633432,2078587,1364
12,2019-07-14,Subscriber,61,39737,807.2175334323923,2716287,3365
12,2019-07-15,Customer,66,97673,1793.731563421829,1216150,678
12,2019-07-15,Subscriber,61,951426,1118.0746920937625,2814194,2517
12,2019-07-16,Customer,89,60369,1618.9728958630528,1134900,701
12,2019-07-16,Subscriber,64,5729,690.8093525179856,1920450,2780
12,2019-07-17,Customer,74,103730,2155.0938775510203,1055996,490
12,2019-07-17,Subscriber,62,729586,966.6800894854587,2592636,2682
12,2019-07-18,Customer,114,8501,1330.7722772277227,403224,303
12,2019-07-18,Subscriber,62,21944,687.061707523246,1625588,2366
12,2019-07-19,Customer,76,21633,1626.4070796460178,1102704,678
12,2019-07-19,Subscriber,66,10264,689.7518745739604,2023732,2934
12,2019-07-20,Customer,78,394201,2001.9092783505155,1941852,970
12,2019-07-20,Subscriber,69,9675,721.0995850622406,1911635,2651
12,2019-07-21,Customer,61,33877,1622.8166849615807,1478386,911
12,2019-07-21,Subscriber,62,9586,701.3092320261438,1716805,2448
12,2019-07-22,Customer,72,869668,3095.7542857142857,1625271,525
12,2019-07-22,Subscriber,65,118889,755.0474516695958,1718488,2276
12,2019-07-23,Customer,178,19580,1484.2857142857142,602620,406
12,2019-07-23,Subscriber,61,5446,685.4522821576763,1817134,2651
12,2019-07-24,Customer,62,21366,1676.3689759036145,1113109,664
12,2019-07-24,Subscriber,61,65290,782.0901749663526,2324372,2972
12,2019-07-25,Customer,86,643257,2676.4363103953146,1828006,683
12,2019-07-25,Subscriber,68,20731,731.2005447735785,2147536,2937
12,2019-07-26,Customer,101,18184,1656.9044117647059,1352034,816
12,2019-07-26,Subscriber,63,95900,800.5619400679642,2591419,3237
12,2019-07-27,Customer,64,171361,1833.5535148828371,2895181,1579
12,2019-07-27,Subscriber,62,123658,845.1043734907432,3149704,3727
12,2019-07-28,Customer,66,28692,1696.7112722478576,2573911,1517
12,2019-07-28,Subscriber,62,7770,801.1853237410072,2784119,3475
12,2019-07-29,Customer,101,229998,2381.841637010676,1338595,562
12,2019-07-29,Subscriber,61,6047,668.4381933438985,1687138,2524
12,2019-07-30,Customer,73,120357,1831.9554030874785,1068030,583
12,2019-07-30,Subscriber,62,8007,695.9841748304447,1847142,2654
12,2019-07-31,Customer,71,72635,1662.2728937728937,907601,546
12,2019-07-31,Subscriber,62,91353,698.3820945945946,2067211,2960
12,2019-08-01,Customer,129,326878,1931.9655172413793,1120540,580
12,2019-08-01,Subscriber,72,169618,774.2983787512935,2244691,2899
12,2019-08-02,Customer,81,323121,2294.732515337423,1870207,815
12,2019-08-02,Subscriber,61,6409,698.7120167815403,2331602,3337
12,2019-08-03,Customer,64,1540116,2260.045635799734,5100923,2257
12,2019-08-03,Subscriber,62,24180,913.0644934333959,3893307,4264
12,2019-08-04,Customer,65,196654,1930.7995183624323,3207058,1661
12,2019-08-04,Subscriber,63,11368,827.1922209695604,2934878,3548
12,2019-08-05,Customer,74,17248,1515.3701863354038,1219873,805
12,2019-08-05,Subscriber,61,15541,702.6936124142909,1947164,2771
12,2019-08-06,Customer,70,22200,1654.2444444444445,669969,405
12,2019-08-06,Subscriber,64,19787,689.3217768147346,1272488,1846
12,2019-08-07,Customer,68,188254,1718.4801901743265,1084361,631
12,2019-08-07,Subscriber,61,99245,753.7841174507842,2259091,2997
12,2019-08-08,Customer,62,82454,1632.2124814264487,1098479,673
12,2019-08-08,Subscriber,61,19782,720.1878682842288,2077742,2885
12,2019-08-09,Customer,84,889036,2515.5399284862933,2110538,839
12,2019-08-09,Subscriber,62,8271,715.9668087697929,2351235,3284
12,2019-08-10,Customer,68,194684,1762.2895894428152,4807526,2728
12,2019-08-10,Subscriber,62,17100,960.7815653734021,4284125,4459
12,2019-08-11,Customer,64,608808,2118.6328392246296,3716082,1754
12,2019-08-11,Subscriber,65,15768,856.4424091035248,3085762,3603
12,2019-08-12,Customer,78,1922170,5114.334158415842,4132382,808
12,2019-08-12,Subscriber,66,51887,731.6606387071951,1901586,2599
12,2019-08-13,Customer,95,1295347,5467.866666666667,2296504,420
12,2019-08-13,Subscriber,65,6220,618.0574162679426,1162566,1881
12,2019-08-14,Customer,79,73151,1620.8003095975232,1047037,646
12,2019-08-14,Subscriber,61,1112560,1094.8907872696818,3268249,2985
12,2019-08-15,Customer,83,936273,2769.858974358974,1944441,702
12,2019-08-15,Subscriber,63,6441,699.7986776859505,2116891,3025
12,2019-08-16,Customer,62,361454,2075.497737556561,1834740,884
12,2019-08-16,Subscriber,66,127530,762.7642789523509,2417200,3169
12,2019-08-17,Customer,65,205220,1787.94688057041,5015191,2805
12,2019-08-17,Subscriber,62,15618,953.6335860326212,4151167,4353
12,2019-08-18,Customer,61,723679,2122.603798297315,3241216,1527
12,2019-08-18,Subscriber,61,12346,797.7914919113241,2663028,3338
12,2019-08-19,Customer,64,41505,1625.6578538102644,1045298,643
12,2019-08-19,Subscriber,62,18042,697.1831996623048,1651627,2369
12,2019-08-20,Customer,98,82680,1542.8313856427378,924156,599
12,2019-08-20,Subscriber,64,148112,769.8374717832957,2046228,2658
12,2019-08-21,Customer,170,30127,1616.218045112782,859828,532
12,2019-08-21,Subscriber,66,174169,720.5304252199413,1965607,2728
12,2019-08-22,Customer,63,23379,1646.6587677725117,1042335,633
12,2019-08-22,Subscriber,62,176995,751.7398403483309,2071795,2756
12,2019-08-23,Customer,66,18273,1537.8600682593856,901186,586
12,2019-08-23,Subscriber,63,30608,686.9422665716322,1927560,2806
12,2019-08-24,Customer,63,236187,1730.8508230452676,3364774,1944
12,2019-08-24,Subscriber,61,35556,882.2967089919669,3404783,3859
12,2019-08-25,Customer,65,1910086,2977.2106076210093,5781743,1942
12,2019-08-25,Subscriber,63,1329789,1213.9943151055766,4484495,3694
12,2019-08-26,Customer,80,806563,3308.469298245614,2262993,684
12,2019-08-26,Subscriber,63,258473,818.7883784844915,2085454,2547
12,2019-08-27,Customer,68,43501,1593.7510980966324,1088532,683
12,2019-08-27,Subscriber,63,5343,689.8662242403074,1975087,2863
12,2019-08-28,Customer,62,20744,1319.469483568075,562094,426
12,2019-08-28,Subscriber,63,82510,731.232341181697,1646004,2251
12,2019-08-29,Customer,62,16292,1449.43359375,1113165,768
12,2019-08-29,Subscriber,72,175229,756.6287581699346,2315284,3060
12,2019-08-30,Customer,61,551045,2629.512891344383,2855651,1086
12,2019-08-30,Subscriber,61,350899,833.7489025460931,2848920,3417
12,2019-08-31,Customer,64,290515,1899.5246913580247,3384953,1782
12,2019-08-31,Subscriber,63,33326,883.8588158750813,2716982,3074
12,2019-09-01,Customer,66,1671122,2709.5518558951967,4963899,1832
12,2019-09-01,Subscriber,61,177813,935.9075,2620541,2800
12,2019-09-02,Customer,82,16077,1406.6298701298701,216621,154
12,2019-09-02,Subscriber,67,15900,646.5173913043478,446097,690
12,2019-09-03,Customer,63,1055321,3073.697823303457,2400558,781
12,2019-09-03,Subscriber,61,9184,712.1877192982456,2029735,2850
12,2019-09-04,Customer,68,12488,1492.392026578073,898420,602
12,2019-09-04,Subscriber,64,7913,684.5741469816273,2086582,3048
12,2019-09-05,Customer,73,168379,1742.0577777777778,1175889,675
12,2019-09-05,Subscriber,63,13434,733.1627237851662,2293333,3128
12,2019-09-06,Customer,66,32125,1496.1964636542239,761564,509
12,2019-09-06,Subscriber,63,15357,647.69547920434,1790878,2765
12,2019-09-07,Customer,77,210701,1944.9725490196079,3471776,1785
12,2019-09-07,Subscriber,64,40258,868.4633928571428,3890716,4480
12,2019-09-08,Customer,65,20736,1600.2005813953488,2752345,1720
12,2019-09-08,Subscriber,61,13905,829.8559245960503,3697838,4456
12,2019-09-09,Customer,76,369557,2137.7695530726255,1530643,716
12,2019-09-09,Subscriber,61,5291,711.5620360551432,2013009,2829
12,2019-09-10,Customer,62,34833,1578.7114803625377,1045107,662
12,2019-09-10,Subscriber,61,7201,696.509262377905,2067936,2969
12,2019-09-11,Customer,85,16409,1438.0815752461322,1022476,711
12,2019-09-11,Subscriber,61,14924,718.1906602254428,2229982,3105
12,2019-09-12,Customer,108,72276,1533.8783783783783,908056,592
12,2019-09-12,Subscriber,61,15951,681.2567656765676,2064208,3030
12,2019-09-13,Customer,70,80890,1655.8405275779376,1380971,834
12,2019-09-13,Subscriber,61,7448,713.8948170731708,2341575,3280
12,2019-09-14,Customer,68,59192,1686.7800121876905,2768006,1641
12,2019-09-14,Subscriber,63,783700,1007.3971962616822,4311660,4280
12,2019-09-15,Customer,61,375211,1950.3308862087047,3719281,1907
12,2019-09-15,Subscriber,62,515625,970.1252786446723,4351982,4486
12,2019-09-16,Customer,67,290319,1790.487959442332,1412695,789
12,2019-09-16,Subscriber,61,29375,703.5190459238163,1976185,2809
12,2019-09-17,Customer,74,59516,1570.843517138599,1054036,671
12,2019-09-17,Subscriber,63,872028,1152.1807891332471,3562543,3092
12,2019-09-18,Customer,88,709103,3006.1313432835823,2014108,670
12,2019-09-18,Subscriber,65,294390,863.885462555066,2745428,3178
12,2019-09-19,Customer,78,71240,1516.912687585266,1111897,733
12,2019-09-19,Subscriber,67,9181,705.4453781512605,2266596,3213
12,2019-09-20,Customer,71,17269,1609.1492063492065,1520646,945
12,2019-09-20,Subscriber,68,23544,768.2722543352601,2658222,3460
12,2019-09-21,Customer,72,34640,1549.523887973641,4702805,3035
12,2019-09-21,Subscriber,65,84192,881.4906160300287,3992271,4529
12,2019-09-22,Customer,62,478144,1882.6541666666667,3614696,1920
12,2019-09-22,Subscriber,61,84028,937.3462095605987,3882488,4142
12,2019-09-23,Customer,136,85869,1628.6559766763849,1117258,686
12,2019-09-23,Subscriber,61,6050,740.9255685733976,2150166,2902
12,2019-09-24,Customer,62,422351,2076.9292786421497,1468389,707
12,2019-09-24,Subscriber,70,79974,742.1342955757766,2365182,3187
12,2019-09-25,Customer,66,12094,1342.3464467005076,1057769,788
12,2019-09-25,Subscriber,64,11175,721.4819603126879,2399649,3326
12,2019-09-26,Customer,61,92901,1557.1553398058252,1122709,721
12,2019-09-26,Subscriber,64,31468,742.4872894333844,2424221,3265
12,2019-09-27,Customer,98,11640,1477.7600422832982,1397961,946
12,2019-09-27,Subscriber,63,7279,712.6502328129279,2601886,3651
12,2019-09-28,Customer,63,271392,1802.3745358090187,3397476,1885
12,2019-09-28,Subscriber,62,311980,957.9852622453403,4420144,4614
12,2019-09-29,Customer,77,780169,2138.2988683127573,4156853,1944
12,2019-09-29,Subscriber,64,8971,816.8864827900616,3583681,4387
