hour_of_day,date,usertype,tripduration_min,tripduration_max,tripduration_mean,tripduration_sum,tripduration_count
07,2019-04-23,Customer,125,4053,1165.485294117647,158506,136
07,2019-04-23,Subscriber,61,36171,728.6108036890646,2765078,3795
07,2019-04-24,Customer,147,5332,1177.410071942446,163660,139
07,2019-04-24,Subscriber,61,82417,742.5353198047778,2890690,3893
07,2019-04-25,Customer,87,55223,1554.900826446281,188143,121
07,2019-04-25,Subscriber,61,66095,720.8454066056064,2597206,3603
07,2019-04-26,Customer,147,3339,860.8421052631579,32712,38
07,2019-04-26,Subscriber,62,13317,594.4588488434642,1105099,1859
07,2019-04-27,Customer,238,15278,1320.8260869565217,91137,69
07,2019-04-27,Subscriber,62,3129,647.5059132720105,492752,761
07,2019-04-28,Customer,265,27994,1838.2,110292,60
07,2019-04-28,Subscriber,62,387090,1414.9354243542437,766895,542
07,2019-04-29,Customer,140,3318,1031.9027777777778,74297,72
07,2019-04-29,Subscriber,61,20474,681.6829410055217,2345671,3441
07,2019-04-30,Customer,140,2983,921.4411764705883,62658,68
07,2019-04-30,Subscriber,61,7967,654.6641791044776,1842225,2814
07,2019-05-01,Customer,156,10239,1323.032258064516,123042,93
07,2019-05-01,Subscriber,62,6344,665.7238044062332,2477824,3722
07,2019-05-02,Customer,90,36682,1525.8910891089108,154115,101
07,2019-05-02,Subscriber,61,4659,659.6041500399042,2479452,3759
07,2019-05-03,Customer,144,44910,1982.3614457831325,164536,83
07,2019-05-03,Subscriber,61,20587,669.6552346570397,2225934,3324
07,2019-05-04,Customer,62,4157,1009.0338983050848,59533,59
07,2019-05-04,Subscriber,72,20427,674.7124277456647,466901,692
07,2019-05-05,Customer,318,2286,838.2352941176471,14250,17
07,2019-05-05,Subscriber,74,3860,568.7405063291139,89861,158
07,2019-05-06,Customer,151,4496,1210.7029702970297,122281,101
07,2019-05-06,Subscriber,62,37002,728.6324941603945,2807421,3853
07,2019-05-07,Customer,194,8249,1089.537037037037,117670,108
07,2019-05-07,Subscriber,64,15447,697.4709557972692,3013772,4321
07,2019-05-08,Customer,61,16796,1228.844262295082,149919,122
07,2019-05-08,Subscriber,61,158500,765.9274598994493,3199279,4177
07,2019-05-09,Customer,74,4925,1063.853448275862,123407,116
07,2019-05-09,Subscriber,61,4944,706.8586060454659,2829555,4003
07,2019-05-10,Customer,98,4160,949.8541666666666,91186,96
07,2019-05-10,Subscriber,62,40688,684.482045389256,2382682,3481
07,2019-05-11,Customer,222,14673,1994.732142857143,111705,56
07,2019-05-11,Subscriber,61,6435,677.6061776061777,526500,777
07,2019-05-12,Customer,318,1690,889.2105263157895,16895,19
07,2019-05-12,Subscriber,76,18157,655.6900584795321,112123,171
07,2019-05-13,Customer,133,3300,945.875,30268,32
07,2019-05-13,Subscriber,61,13835,595.5274336283186,1345892,2260
07,2019-05-14,Customer,148,83890,2624.519230769231,136475,52
07,2019-05-14,Subscriber,63,13067,659.9878808864266,1906045,2888
07,2019-05-15,Customer,128,34405,1494.6728971962616,159930,107
07,2019-05-15,Subscriber,62,9094,708.3116411718953,2731958,3857
07,2019-05-16,Customer,63,17797,1224.8543689320388,126160,103
07,2019-05-16,Subscriber,61,11059,720.5370823145885,2652297,3681
07,2019-05-17,Customer,114,3680,1117.6910569105692,137476,123
07,2019-05-17,Subscriber,65,7001,722.2269190871369,2784907,3856
07,2019-05-18,Customer,130,120892,2545.5583333333334,305467,120
07,2019-05-18,Subscriber,66,6618,668.956942949408,621461,929
07,2019-05-19,Customer,121,1341434,15981.791208791208,1454343,91
07,2019-05-19,Subscriber,70,12528,752.65625,481700,640
07,2019-05-20,Customer,114,76728,1618.4871794871794,252484,156
07,2019-05-20,Subscriber,62,6872,728.1932467532467,2803544,3850
07,2019-05-21,Customer,98,3244,1006.222891566265,167033,166
07,2019-05-21,Subscriber,62,638228,882.6180683918669,3819971,4328
07,2019-05-22,Customer,97,11146,1126.3219178082193,164443,146
07,2019-05-22,Subscriber,61,78074,743.3996826116527,3279136,4411
07,2019-05-23,Customer,155,2595,966.5185185185185,26096,27
07,2019-05-23,Subscriber,67,4089,611.4182926829268,501363,820
07,2019-05-24,Customer,94,703945,5753.37012987013,886019,154
07,2019-05-24,Subscriber,61,4298,724.6183901292598,2466601,3404
07,2019-05-25,Customer,169,6240,1226.0618556701031,118928,97
07,2019-05-25,Subscriber,69,7635,694.3469101123595,494375,712
07,2019-05-26,Customer,110,11506,1617.741935483871,150450,93
07,2019-05-26,Subscriber,61,6431,726.8258317025441,371408,511
07,2019-05-27,Customer,84,12351,1493.8650793650793,188227,126
07,2019-05-27,Subscriber,72,3940,742.7670364500792,468686,631
07,2019-05-28,Customer,98,20717,1205.0613496932515,196425,163
07,2019-05-28,Subscriber,63,21584,732.6809357889497,2943912,4018
07,2019-05-29,Customer,92,5463,1011.4545454545455,166890,165
07,2019-05-29,Subscriber,62,251679,881.8539703903095,3931305,4458
07,2019-05-30,Customer,86,16236,1418.450819672131,173051,122
07,2019-05-30,Subscriber,61,32397,689.0181177654756,2738158,3974
07,2019-05-31,Customer,95,31118,1321.1396648044692,236484,179
07,2019-05-31,Subscriber,61,37837,748.2754647813564,2857664,3819
07,2019-06-01,Customer,160,13209,1498.0975609756097,245688,164
07,2019-06-01,Subscriber,62,9550,722.204081632653,707760,980
07,2019-06-02,Customer,82,5154,1306.216,163277,125
07,2019-06-02,Subscriber,69,26373,788.3324873096446,621206,788
07,2019-06-03,Customer,95,23151,1089.192513368984,203679,187
07,2019-06-03,Subscriber,61,31794,754.392705882353,3206169,4250
07,2019-06-04,Customer,164,36514,1293.758426966292,230289,178
07,2019-06-04,Subscriber,61,33767,726.8475413356238,3384929,4657
07,2019-06-05,Customer,121,27463,1341.7564102564102,209314,156
07,2019-06-05,Subscriber,61,98136,763.0383815028902,3300141,4325
07,2019-06-06,Customer,77,32781,1326.6459627329193,213590,161
07,2019-06-06,Subscriber,61,97046,754.8888113514771,3245267,4299
07,2019-06-07,Customer,67,299661,3456.4754098360654,632535,183
07,2019-06-07,Subscriber,61,33764,729.1622622869844,2952378,4049
07,2019-06-08,Customer,139,25008,1657.888888888889,283499,171
07,2019-06-08,Subscriber,62,8067,754.6881516587678,796196,1055
07,2019-06-09,Customer,131,44750,2547.840909090909,336315,132
07,2019-06-09,Subscriber,61,7458,769.0794602698651,512976,667
07,2019-06-10,Customer,130,173554,2053.4733333333334,308021,150
07,2019-06-10,Subscriber,63,41099,720.7832432432432,2666898,3700
07,2019-06-11,Customer,81,3410,879.2136752136752,102868,117
07,2019-06-11,Subscriber,61,86943,685.1151031270791,2059456,3006
07,2019-06-12,Customer,114,9632,1098.8853211009175,239557,218
07,2019-06-12,Subscriber,61,8049,740.369853768279,3290944,4445
07,2019-06-13,Customer,155,8332,889.9659090909091,78317,88
07,2019-06-13,Subscriber,61,25233,612.4799029799029,1767617,2886
07,2019-06-14,Customer,145,6507,1153.6178343949045,181118,157
07,2019-06-14,Subscriber,61,107041,769.4521565267066,2693852,3501
07,2019-06-15,Customer,200,54088,1739.9326923076924,180953,104
07,2019-06-15,Subscriber,61,3818,711.8587628865979,690503,970
07,2019-06-16,Customer,112,1523757,22590.014084507042,1603891,71
07,2019-06-16,Subscriber,75,4537,703.7721518987341,389186,553
07,2019-06-17,Customer,150,40032,1605.7032967032967,292238,182
07,2019-06-17,Subscriber,63,100170,772.0284205231388,3069585,3976
07,2019-06-18,Customer,98,1984,758.0540540540541,28048,37
07,2019-06-18,Subscriber,61,3368,598.4028925619834,579254,968
07,2019-06-19,Customer,71,196662,2842.7450980392155,434940,153
07,2019-06-19,Subscriber,61,7165,710.930735930736,2791825,3927
07,2019-06-20,Customer,164,17520,1150.3703703703704,124240,108
07,2019-06-20,Subscriber,71,36316,664.9113193943764,1844464,2774
07,2019-06-21,Customer,141,8214,969.7341772151899,76609,79
07,2019-06-21,Subscriber,62,9419,624.5290073055436,1453279,2327
07,2019-06-22,Customer,106,11706,1269.4732142857142,142181,112
07,2019-06-22,Subscriber,61,3671,734.097389558233,731161,996
07,2019-06-23,Customer,65,23904,1457.9596774193549,180787,124
07,2019-06-23,Subscriber,62,3108,678.6479452054795,495413,730
07,2019-06-24,Customer,91,13890,1299.8217821782177,262564,202
07,2019-06-24,Subscriber,63,108494,771.852867830424,3095130,4010
07,2019-06-25,Customer,103,1423,648.3913043478261,14913,23
07,2019-06-25,Subscriber,62,3273,582.9191655801825,447099,767
07,2019-06-26,Customer,177,10387,1163.8578431372548,237427,204
07,2019-06-26,Subscriber,65,724890,927.5310245310245,3856674,4158
07,2019-06-27,Customer,131,20014,1188.6938775510205,232984,196
07,2019-06-27,Subscriber,61,38458,729.2810523652922,2882848,3953
07,2019-06-28,Customer,65,6996,1240.9725274725274,225857,182
07,2019-06-28,Subscriber,62,443660,862.4068965517241,2876127,3335
07,2019-06-29,Customer,77,14200,1409.0122699386502,229669,163
07,2019-06-29,Subscriber,75,7493,748.1450528338137,778819,1041
07,2019-06-30,Customer,94,13986,1335.9708737864078,137605,103
07,2019-06-30,Subscriber,71,5334,743.03003003003,494858,666
07,2019-07-01,Customer,97,35436,1194.12,208971,175
07,2019-07-01,Subscriber,61,8624,741.089226519337,2682743,3620
07,2019-07-02,Customer,126,3038,968.2396313364055,210108,217
07,2019-07-02,Subscriber,61,5212,728.0116279069767,2942623,4042
07,2019-07-03,Customer,114,21085,1322.943661971831,281787,213
07,2019-07-03,Subscriber,62,10131,728.0878077721744,2454384,3371
07,2019-07-04,Customer,231,56283,1862.6767676767677,184405,99
07,2019-07-04,Subscriber,61,6682,656.6958083832335,548341,835
07,2019-07-05,Customer,75,1662515,37300.67768595041,4513382,121
07,2019-07-05,Subscriber,66,4277,683.5394990366088,1064271,1557
07,2019-07-06,Customer,177,24521,2042.3304347826088,234868,115
07,2019-07-06,Subscriber,73,14716,725.341678939617,492507,679
07,2019-07-07,Customer,151,14203,1724.2072072072071,191387,111
07,2019-07-07,Subscriber,65,15573,793.8207547169811,420725,530
07,2019-07-08,Customer,114,82785,1550.1889763779527,196874,127
07,2019-07-08,Subscriber,61,539029,817.2331643736422,2257198,2762
07,2019-07-09,Customer,132,6464,1108.5801886792453,235019,212
07,2019-07-09,Subscriber,61,37843,739.8861560084329,3158574,4269
07,2019-07-10,Customer,128,40557,1140.8578199052133,240721,211
07,2019-07-10,Subscriber,63,123525,743.0568932955618,3147589,4236
07,2019-07-11,Customer,142,36903,1302.706976744186,280082,215
07,2019-07-11,Subscriber,62,159700,790.1965458525906,3248498,4111
07,2019-07-12,Customer,64,8629,999.3207547169811,211856,212
07,2019-07-12,Subscriber,61,13458,709.1906135291033,2704853,3814
07,2019-07-13,Customer,186,12974,1465.4556962025317,231542,158
07,2019-07-13,Subscriber,64,10972,756.4234079173838,878964,1162
07,2019-07-14,Customer,97,15573,1374.3070175438597,156671,114
07,2019-07-14,Subscriber,74,7498,797.4964438122333,560640,703
07,2019-07-15,Customer,145,5266,1050.2394366197184,223701,213
07,2019-07-15,Subscriber,61,33281,728.595393939394,3005456,4125
07,2019-07-16,Customer,137,820274,4424.579545454545,1168089,264
07,2019-07-16,Subscriber,62,272506,790.4236111111111,3528451,4464
07,2019-07-17,Customer,73,24712,1154.3474178403756,245876,213
07,2019-07-17,Subscriber,62,112083,728.4723394280356,3107663,4266
07,2019-07-18,Customer,78,22679,1101.4060606060607,181732,165
07,2019-07-18,Subscriber,61,143626,712.4518201284797,2661720,3736
07,2019-07-19,Customer,122,6657,1002.5990099009902,202525,202
07,2019-07-19,Subscriber,61,13408,696.2002873563218,2422777,3480
07,2019-07-20,Customer,153,439525,4864.260162601626,598304,123
07,2019-07-20,Subscriber,62,270755,963.3215648854962,1009561,1048
07,2019-07-21,Customer,196,6764,1404.3983050847457,165719,118
07,2019-07-21,Subscriber,63,4911,713.7936,446121,625
07,2019-07-22,Customer,70,125547,2034.5280898876404,362146,178
07,2019-07-22,Subscriber,62,11506,716.5045918367347,2808698,3920
07,2019-07-23,Customer,243,3404,781.5588235294117,26573,34
07,2019-07-23,Subscriber,68,39418,619.4145593869732,808336,1305
07,2019-07-24,Customer,66,6823,994.5302325581396,213824,215
07,2019-07-24,Subscriber,61,39523,724.0618327402135,3255382,4496
07,2019-07-25,Customer,103,6123,1078.3054187192117,218896,203
07,2019-07-25,Subscriber,61,4864,702.2632202987907,2961444,4217
07,2019-07-26,Customer,81,31140,1248.04,280809,225
07,2019-07-26,Subscriber,61,34303,702.5166756320602,2611957,3718
07,2019-07-27,Customer,100,100121,2092.114864864865,309633,148
07,2019-07-27,Subscriber,77,13741,761.150243902439,780179,1025
07,2019-07-28,Customer,109,10736,1708.7521367521367,199924,117
07,2019-07-28,Subscriber,61,9317,738.6840442338073,467587,633
07,2019-07-29,Customer,73,11369,1145.1157407407406,247345,216
07,2019-07-29,Subscriber,61,13582,733.43325,2933733,4000
07,2019-07-30,Customer,100,3145,993.0617760617761,257203,259
07,2019-07-30,Subscriber,61,51804,717.002570093458,3068771,4280
07,2019-07-31,Customer,108,39693,1215.4031007751937,313574,258
07,2019-07-31,Subscriber,61,39556,719.6606334841629,3180900,4420
07,2019-08-01,Customer,141,4494,952.6256157635468,193383,203
07,2019-08-01,Subscriber,61,192095,756.1654315084867,3163040,4183
07,2019-08-02,Customer,96,6639,932.1442307692307,193886,208
07,2019-08-02,Subscriber,61,27895,680.9317291550084,2433650,3574
07,2019-08-03,Customer,87,341949,4068.3024390243904,834002,205
07,2019-08-03,Subscriber,67,12245,846.5174632352941,921011,1088
07,2019-08-04,Customer,90,15031,1522.530303030303,200974,132
07,2019-08-04,Subscriber,62,4251,714.7619699042408,522491,731
07,2019-08-05,Customer,168,10086,1134.091743119266,247232,218
07,2019-08-05,Subscriber,61,3956,717.9881687242798,2791538,3888
07,2019-08-06,Customer,87,7597,1107.39336492891,233660,211
07,2019-08-06,Subscriber,62,38144,714.2728758169935,3059945,4284
07,2019-08-07,Customer,101,3927,970.4811715481171,231945,239
07,2019-08-07,Subscriber,62,124144,726.733,2906932,4000
07,2019-08-08,Customer,81,91784,1752.733644859813,375085,214
07,2019-08-08,Subscriber,62,210287,749.4750421991802,3108073,4147
07,2019-08-09,Customer,62,306486,2441.8447488584475,534764,219
07,2019-08-09,Subscriber,62,19439,714.0633015006821,2617042,3665
07,2019-08-10,Customer,71,10801,1779.34375,341634,192
07,2019-08-10,Subscriber,61,9397,852.8360071301248,956882,1122
07,2019-08-11,Customer,151,11274,1448.6711409395973,215852,149
07,2019-08-11,Subscriber,69,11321,769.6921944035346,522621,679
07,2019-08-12,Customer,68,9018,1069.1434426229507,260871,244
07,2019-08-12,Subscriber,61,13699,732.2965818555641,2849366,3891
07,2019-08-13,Customer,89,5117,1000.660606060606,165109,165
07,2019-08-13,Subscriber,62,8588,676.1606851549756,2486919,3678
07,2019-08-14,Customer,147,14692,993.8227848101266,235536,237
07,2019-08-14,Subscriber,61,32630,707.5374577090382,2927790,4138
07,2019-08-15,Customer,105,4812,1050.8553191489361,246951,235
07,2019-08-15,Subscriber,61,24916,717.3974582606529,2878916,4013
07,2019-08-16,Customer,97,8778,1087.8506787330316,240415,221
07,2019-08-16,Subscriber,61,27719,695.7757860711138,2367725,3403
07,2019-08-17,Customer,110,8054,1515.055,303011,200
07,2019-08-17,Subscriber,66,6998,846.5218631178707,890541,1052
07,2019-08-18,Customer,64,11410,1290.3529411764705,175488,136
07,2019-08-18,Subscriber,61,8380,691.1651376146789,452022,654
07,2019-08-19,Customer,94,403518,3454.6875,608025,176
07,2019-08-19,Subscriber,66,24281,698.4665771812081,2601788,3725
07,2019-08-20,Customer,127,5443,1008.0575221238938,227821,226
07,2019-08-20,Subscriber,61,28146,720.546403712297,3105555,4310
07,2019-08-21,Customer,61,10537,1055.3478260869565,242730,230
07,2019-08-21,Subscriber,64,30233,695.9830850795254,2756789,3961
07,2019-08-22,Customer,153,3551,881.6871508379888,157822,179
07,2019-08-22,Subscriber,63,5642,685.78029328531,2665628,3887
07,2019-08-23,Customer,190,93005,1686.5448717948718,263101,156
07,2019-08-23,Subscriber,68,10660,635.0848092643051,1864609,2936
07,2019-08-24,Customer,147,12763,1420.3013698630136,207364,146
07,2019-08-24,Subscriber,63,442231,1175.084084084084,1173909,999
07,2019-08-25,Customer,96,18056,1384.9711538461538,144037,104
07,2019-08-25,Subscriber,67,9132,683.6246006389777,427949,626
07,2019-08-26,Customer,136,11447,1049.7905759162304,200510,191
07,2019-08-26,Subscriber,63,36609,729.4427521008404,2777718,3808
07,2019-08-27,Customer,114,3569,938.5346534653465,189584,202
07,2019-08-27,Subscriber,63,4837,710.3630057803468,3072320,4325
07,2019-08-28,Customer,61,179958,1833.4977578475336,408870,223
07,2019-08-28,Subscriber,61,17070,719.4681407513076,3026083,4206
07,2019-08-29,Customer,83,8033,1063.146118721461,232829,219
07,2019-08-29,Subscriber,61,7910,712.9869554516367,2896866,4063
07,2019-08-30,Customer,66,11373,1250.0515463917525,242510,194
07,2019-08-30,Subscriber,70,99737,722.9371593459442,2254841,3119
07,2019-08-31,Customer,69,50164,2474.8211382113823,304403,123
07,2019-08-31,Subscriber,72,11412,754.7781908302354,609106,807
07,2019-09-01,Customer,154,10255,1676.4671532846714,229676,137
07,2019-09-01,Subscriber,63,5993,683.8150087260035,391826,573
07,2019-09-02,Customer,148,28302,1485.3766233766235,228748,154
07,2019-09-02,Subscriber,65,9210,700.5139751552795,451131,644
07,2019-09-03,Customer,126,7030,1089.5064935064936,251676,231
07,2019-09-03,Subscriber,63,5586,726.1500224921277,3228463,4446
07,2019-09-04,Customer,90,8104,946.0334728033473,226102,239
07,2019-09-04,Subscriber,62,5382,721.9292726908435,3603149,4991
07,2019-09-05,Customer,62,26184,1098.3655462184875,261411,238
07,2019-09-05,Subscriber,62,42067,713.8178714859438,3554813,4980
07,2019-09-06,Customer,128,5119,899.45,197879,220
07,2019-09-06,Subscriber,61,4562,709.6053993250844,3154196,4445
07,2019-09-07,Customer,132,8288,1048.4736842105262,119526,114
07,2019-09-07,Subscriber,61,7288,694.0458811261731,665590,959
07,2019-09-08,Customer,108,41868,2026.296,253287,125
07,2019-09-08,Subscriber,61,18899,750.7424058323207,617861,823
07,2019-09-09,Customer,70,25175,1074.955947136564,244015,227
07,2019-09-09,Subscriber,61,6030,707.8947476828013,3436829,4855
07,2019-09-10,Customer,135,4791,858.1639344262295,157044,183
07,2019-09-10,Subscriber,61,100499,679.1114535182331,2644460,3894
07,2019-09-11,Customer,94,5313,906.8213058419244,263885,291
07,2019-09-11,Subscriber,61,131592,747.2721398707715,3932146,5262
07,2019-09-12,Customer,65,7845,943.2716535433071,239591,254
07,2019-09-12,Subscriber,63,52423,711.5324025838717,3414644,4799
07,2019-09-13,Customer,86,9543,862.3709677419355,213868,248
07,2019-09-13,Subscriber,63,22646,710.753773178094,3296476,4638
07,2019-09-14,Customer,82,1743539,15040.9765625,1925245,128
07,2019-09-14,Subscriber,72,7599,722.5906432748538,741378,1026
07,2019-09-15,Customer,110,8262,1416.8515625,181357,128
07,2019-09-15,Subscriber,63,9479,705.7234352256187,484832,687
07,2019-09-16,Customer,78,7782,910.5483870967741,225816,248
07,2019-09-16,Subscriber,62,38130,723.0985284708893,3390609,4689
07,2019-09-17,Customer,72,3332,926.121107266436,267649,289
07,2019-09-17,Subscriber,61,38066,722.1247178329571,3838815,5316
07,2019-09-18,Customer,186,19330,914.7084870848709,247886,271
07,2019-09-18,Subscriber,62,36605,721.2512958341332,3756998,5209
07,2019-09-19,Customer,134,10958,928.0602409638554,231087,249
07,2019-09-19,Subscriber,61,33767,711.7544077992118,3431368,4821
07,2019-09-20,Customer,70,3780,890.6826923076923,185262,208
07,2019-09-20,Subscriber,61,9850,700.697450805009,3133519,4472
07,2019-09-21,Customer,141,9175,1177.6298342541436,213151,181
07,2019-09-21,Subscriber,70,433922,1103.1021699819169,1220031,1106
07,2019-09-22,Customer,148,93259,2220.1301369863013,324139,146
07,2019-09-22,Subscriber,63,4011,666.6745152354571,481339,722
07,2019-09-23,Customer,66,10090,1101.2745098039215,280825,255
07,2019-09-23,Subscriber,62,27166,753.431299294313,3630032,4818
07,2019-09-24,Customer,120,12104,1015.8849840255591,317972,313
07,2019-09-24,Subscriber,61,11282,718.3564247852312,3930128,5471
07,2019-09-25,Customer,67,5972,950.2433234421364,320232,337
07,2019-09-25,Subscriber,62,21023,708.9433190856718,3814824,5381
07,2019-09-26,Customer,137,26521,1048.5559322033898,309324,295
07,2019-09-26,Subscriber,61,619332,837.9442610215576,4314575,5149
07,2019-09-27,Customer,78,6739,972.667808219178,284019,292
07,2019-09-27,Subscriber,62,614797,828.6444300518135,3838281,4632
07,2019-09-28,Customer,171,5707,1214.3381294964029,168793,139
07,2019-09-28,Subscriber,66,11287,729.7083333333334,718033,984
07,2019-09-29,Customer,68,9088,1212.2357142857143,169713,140
07,2019-09-29,Subscriber,70,3948,675.8821879382889,481904,713
07,2019-09-30,Customer,172,5421,877.0837988826815,156998,179
07,2019-09-30,Subscriber,62,87615,714.7190300474433,2711644,3794
07,2019-10-01,Customer,69,3165,912.8177570093458,195343,214
07,2019-10-01,Subscriber,62,12061,689.7142857142857,3157512,4578
07,2019-10-02,Customer,166,37916,1063.6569343065694,291442,274
07,2019-10-02,Subscriber,61,6804,698.0046003450259,3641490,5217
07,2019-10-03,Customer,147,3322,832.9120879120879,75795,91
07,2019-10-03,Subscriber,61,3420,590.0218198700093,1270907,2154
07,2019-10-04,Customer,157,4349,879.6766169154229,176815,201
07,2019-10-04,Subscriber,62,14155,684.6731965890758,2970797,4339
07,2019-10-05,Customer,165,12078,1299.3793103448277,188410,145
07,2019-10-05,Subscriber,80,2679,599.431654676259,583247,973
07,2019-10-06,Customer,109,147272,3086.3333333333335,277770,90
07,2019-10-06,Subscriber,78,2724,648.4129353233831,390993,603
07,2019-10-07,Customer,100,4779,941.0094339622641,199494,212
07,2019-10-07,Subscriber,61,37344,724.9895402048377,3326977,4589
07,2019-10-08,Customer,126,411037,3878.1158536585367,636011,164
07,2019-10-08,Subscriber,64,14366,648.8431468360616,2655715,4093
07,2019-10-09,Customer,143,7827,927.5333333333333,153043,165
07,2019-10-09,Subscriber,62,17233,665.9145098039215,2547123,3825
07,2019-10-10,Customer,98,5658,898.0628571428572,157161,175
07,2019-10-10,Subscriber,61,110740,681.2466396415617,3193003,4687
07,2019-10-11,Customer,84,128157,1607.2977528089887,286099,178
07,2019-10-11,Subscriber,61,4429,663.8366858237548,2772182,4176
07,2019-10-12,Customer,213,9335,1419.1627906976744,122048,86
07,2019-10-12,Subscriber,67,9749,639.245939675174,551030,862
07,2019-10-13,Customer,153,16692,1424.8227848101267,112561,79
07,2019-10-13,Subscriber,61,9727,659.2524916943522,396870,602
07,2019-10-14,Customer,94,28031,1236.4802631578948,187945,152
07,2019-10-14,Subscriber,61,4999,678.7311405076869,1898411,2797
07,2019-10-15,Customer,106,201870,1739.1068376068376,406951,234
07,2019-10-15,Subscriber,61,54313,694.2268418785006,3222601,4642
07,2019-10-16,Customer,121,22008,1098.468085106383,258140,235
07,2019-10-16,Subscriber,61,470673,810.9291587602783,3846237,4743
07,2019-10-17,Customer,148,16792,1016.2083333333334,170723,168
07,2019-10-17,Subscriber,64,38783,676.7694105427162,2606239,3851
07,2019-10-18,Customer,72,42213,988.6078431372549,201676,204
07,2019-10-18,Subscriber,62,6243,653.1101265822784,2579785,3950
07,2019-10-19,Customer,185,12033,1432.90099009901,144723,101
07,2019-10-19,Subscriber,63,8253,671.0989643268124,583185,869
07,2019-10-20,Customer,136,7963,1379.8045977011495,120043,87
07,2019-10-20,Subscriber,63,92947,825.7105263157895,470655,570
07,2019-10-21,Customer,103,13736,1040.8433734939758,172780,166
07,2019-10-21,Subscriber,62,25439,686.6724713740458,2878531,4192
07,2019-10-22,Customer,171,3793,911.2546583850932,146712,161
07,2019-10-22,Subscriber,61,14537,686.7262357414448,3070353,4471
07,2019-10-23,Customer,136,5096,961.6990291262136,198110,206
07,2019-10-23,Subscriber,61,86862,727.4770601336303,3266372,4490
07,2019-10-24,Customer,74,94475,1501.7377049180327,274818,183
07,2019-10-24,Subscriber,63,33367,679.1850509626274,2998602,4415
07,2019-10-25,Customer,96,55196,1270.2,241338,190
07,2019-10-25,Subscriber,61,4280,656.11130831643,2587703,3944
07,2019-10-26,Customer,96,5781,1057.4424778761063,119491,113
07,2019-10-26,Subscriber,61,17858,664.6859592711683,620152,933
07,2019-10-27,Customer,253,31244,2778.9375,44463,16
07,2019-10-27,Subscriber,97,2816,592.4739583333334,113755,192
07,2019-10-28,Customer,105,4526,945.5882352941177,176825,187
07,2019-10-28,Subscriber,63,5668,699.4780628146727,2917523,4171
07,2019-10-29,Customer,121,16849,1015.5271739130435,186857,184
07,2019-10-29,Subscriber,61,27018,678.5565113500597,2839759,4185
07,2019-10-30,Customer,156,3581,826.7698412698413,104173,126
07,2019-10-30,Subscriber,61,14469,661.3220064724919,2043485,3090
07,2019-10-31,Customer,96,136509,2255.9767441860463,194014,86
07,2019-10-31,Subscriber,62,201296,694.6761046761047,1619290,2331
07,2019-11-01,Customer,113,25094,1225.9411764705883,166728,136
07,2019-11-01,Subscriber,64,16124,663.1644815256258,2225580,3356
07,2019-11-02,Customer,263,10352,1368.8,109504,80
07,2019-11-02,Subscriber,61,2880,682.4426020408164,535035,784
07,2019-11-03,Customer,78,10405,1341.157894736842,127410,95
07,2019-11-03,Subscriber,103,11719,710.0204081632653,487074,686
07,2019-11-04,Customer,114,25966,1138.150289017341,196900,173
07,2019-11-04,Subscriber,61,94746,730.9192343604109,3131258,4284
07,2019-11-05,Customer,63,961051,5560.931034482759,1128869,203
07,2019-11-05,Subscriber,61,25199,675.6181575433911,3036228,4494
07,2019-11-06,Customer,95,2703,875.1055555555556,157519,180
07,2019-11-06,Subscriber,61,8329,669.2113075747653,3065657,4581
07,2019-11-07,Customer,116,4884,778.3368421052631,147884,190
07,2019-11-07,Subscriber,61,30763,679.0608399545971,2991263,4405
07,2019-11-08,Customer,133,969257,7785.985507246377,1074466,138
07,2019-11-08,Subscriber,63,5563,639.2778280542987,2119206,3315
07,2019-11-09,Customer,100,8854,1452.060606060606,95836,66
07,2019-11-09,Subscriber,65,13422,581.414673046252,364547,627
07,2019-11-10,Customer,126,14743,1747.55,69902,40
07,2019-11-10,Subscriber,67,3049,604.6708860759494,286614,474
07,2019-11-11,Customer,64,4765,1034.0294117647059,140628,136
07,2019-11-11,Subscriber,65,41995,697.8337085879704,2169565,3109
07,2019-11-12,Customer,114,15235,1004.8051948051948,77370,77
07,2019-11-12,Subscriber,62,19670,569.0245,1138049,2000
07,2019-11-13,Customer,185,2816,717.974025974026,55284,77
07,2019-11-13,Subscriber,61,3842,605.8482047635976,1704251,2813
07,2019-11-14,Customer,141,5195,675.578125,86474,128
07,2019-11-14,Subscriber,61,13514,629.4166666666666,1986439,3156
07,2019-11-15,Customer,93,3734,793.8761061946902,89708,113
07,2019-11-15,Subscriber,61,10602,649.5673981191222,2072120,3190
07,2019-11-16,Customer,83,110254,3455.5106382978724,162409,47
07,2019-11-16,Subscriber,73,3986,603.5767857142857,338003,560
07,2019-11-17,Customer,223,6504,1042.8181818181818,34413,33
07,2019-11-17,Subscriber,74,2752,541.3577235772358,199761,369
07,2019-11-18,Customer,189,2676,741.9538461538461,48227,65
07,2019-11-18,Subscriber,64,3283,643.9892183288409,1672440,2597
07,2019-11-19,Customer,126,15353,904.4059405940594,91345,101
07,2019-11-19,Subscriber,61,15516,656.7644733126235,2325603,3541
07,2019-11-20,Customer,86,7825,763.2142857142857,96165,126
07,2019-11-20,Subscriber,64,36028,657.1821512693012,2511093,3821
07,2019-11-21,Customer,144,28056,1064.0472440944882,135134,127
