start_sta_name,usertype,tripduration_min,tripduration_max,tripduration_mean,tripduration_sum,tripduration_count,birth_year_min,birth_year_max,start_sta_lat_min,start_sta_lon_min
Frederick Douglass Blvd & W 112 St,Subscriber,61,532771,892.6372819100092,13609148,15246,1924,2002,40.801694,-73.957145
Frederick Douglass Blvd & W 115 St,Customer,70,2040713,7030.529468599034,14553196,2070,1941,2003,40.8038654,-73.95593079999999
Frederick Douglass Blvd & W 115 St,Subscriber,61,241264,913.6084713322792,10978833,12017,1889,2003,40.803000000000004,-73.956
Frederick Douglass Blvd & W 117 St,Customer,65,2492136,8858.02269170579,22641106,2556,1951,2003,40.805159,-73.95469200000001
Frederick Douglass Blvd & W 117 St,Subscriber,61,721477,934.6505208639868,15880647,16991,1939,2003,40.805159,-73.95469200000001
Frederick Douglass Blvd & W 129 St,Customer,67,2248706,13857.867432950192,18084517,1305,1951,2003,40.8125511,-73.9492286
Frederick Douglass Blvd & W 129 St,Subscriber,64,63720,1091.0046436863727,6108535,5599,1901,2003,40.8125511,-73.9492286
Front St & Gold St,Customer,66,209392,1723.65424610052,3978194,2308,1947,2003,40.70224,-73.982578
Front St & Gold St,Subscriber,61,222216,894.658838668168,11124188,12434,1932,2003,40.70224,-73.982578
Front St & Jay St,Customer,73,138278,1676.7470010905126,3075154,1834,1951,2003,40.702461,-73.98684200000001
Front St & Jay St,Subscriber,61,88125,1005.6704616344355,6448359,6412,1886,2002,40.702461,-73.98684200000001
Front St & Maiden Ln,Customer,61,135756,1733.0525619834712,10484968,6050,1901,2003,40.70530954,-74.00612572
Front St & Maiden Ln,Subscriber,61,661912,1016.8373850338961,23548937,23159,1889,2003,40.70530954,-74.00612572
Front St & Washington St,Customer,62,1759473,2149.102519379845,22178738,10320,1932,2003,40.70255088,-73.98940236
Front St & Washington St,Subscriber,61,314420,994.5316664701026,25297902,25437,1885,2002,40.70255088,-73.98940236
Frost St & Debevoise Ave,Customer,152,3181,1079.2619047619048,45329,42,1969,1998,40.71882,-73.93948
Frost St & Debevoise Ave,Subscriber,157,54534,1055.2178988326848,271191,257,1955,2001,40.71882,-73.93948
Frost St & Meeker Ave,Customer,71,56054,1277.8466135458168,1282958,1004,1958,2003,40.71766197083994,-73.94880026578903
Frost St & Meeker Ave,Subscriber,65,82786,695.6532553035845,3803832,5468,1889,2002,40.71766197083994,-73.94880026578903
Frost St & Meeker St,Customer,288,2374,1256.6666666666667,3770,3,1969,1993,40.71764,-73.94882
Frost St & Meeker St,Subscriber,69,5853,596.8048780487804,146814,246,1952,2001,40.71764,-73.94882
Fulton St & Adams St,Customer,63,2504503,3882.933597390494,16665551,4292,1932,2003,40.692418292578466,-73.98949474096298
Fulton St & Adams St,Subscriber,61,1214808,803.8497448429526,22367923,27826,1890,2003,40.692418292578466,-73.98949474096298
Fulton St & Broadway,Customer,62,1184041,1985.4532019704434,18137115,9135,1900,2003,40.711065999999995,-74.009447
Fulton St & Broadway,Subscriber,61,374005,803.8160341019978,31302204,38942,1885,2003,40.711065999999995,-74.009447
Fulton St & Clermont Ave,Customer,94,1764757,9909.016835016835,8828934,891,1949,2002,40.68415748,-73.96922273
Fulton St & Clermont Ave,Subscriber,61,618143,798.9592806679511,6219898,7785,1938,2002,40.68415748,-73.96922273
Fulton St & Grand Ave,Customer,163,610598,2341.6187050359713,1301940,556,1963,2002,40.68223166,-73.9614583
Fulton St & Grand Ave,Subscriber,63,2324317,1250.4081860168817,7851313,6279,1943,2001,40.68223166,-73.9614583
Fulton St & Irving Pl,Customer,98,2230679,6607.178082191781,3858592,584,1949,2001,40.68186,-73.95943199999999
Fulton St & Irving Pl,Subscriber,69,87812,689.1354679802955,2797890,4060,1938,2002,40.68186,-73.95943199999999
Fulton St & Rockwell Pl,Customer,66,301259,2101.878289473684,1916913,912,1957,2002,40.688226,-73.979458
Fulton St & Rockwell Pl,Subscriber,61,685991,741.109339221459,9062285,12228,1886,2003,40.688226,-73.979458
Fulton St & Utica Ave,Customer,70,2264557,15551.387777777778,27992498,1800,1900,2003,40.6794268,-73.92989109999999
Fulton St & Utica Ave,Subscriber,61,2483247,1991.307394306889,11822392,5937,1944,2003,40.6794268,-73.92989109999999
Fulton St & Waverly Ave,Customer,62,961051,2537.615837696335,3877477,1528,1948,2003,40.68323865460341,-73.96599590778352
Fulton St & Waverly Ave,Subscriber,63,210808,730.0993089832182,11093859,15195,1893,2002,40.68323865460341,-73.96599590778352
Fulton St & William St,Customer,64,1490225,2234.713963963964,7937704,3552,1948,2003,40.70955958,-74.00653609
Fulton St & William St,Subscriber,61,530880,855.3596278165987,22890279,26761,1889,2003,40.70955958,-74.007
Gansevoort St & Hudson St,Customer,61,1106320,1765.8945574822092,17618330,9977,1941,2003,40.73944820130404,-74.00507032871245
Gansevoort St & Hudson St,Subscriber,61,1011216,818.1066320873504,43532272,53211,1885,2003,40.73944820130404,-74.00507032871245
Garfield Pl & 8 Ave,Customer,118,2969781,5302.311258278146,4803894,906,1954,2003,40.671197799999995,-73.97484126
Garfield Pl & 8 Ave,Subscriber,61,87637,675.334176968753,6937708,10273,1886,2003,40.671197799999995,-73.97484126
George St & Wilson Ave,Customer,68,643772,2124.900964066608,2424512,1141,1888,2003,40.702996999999996,-73.92997
George St & Wilson Ave,Subscriber,64,641683,1301.5151915455747,2955741,2271,1888,2001,40.702996999999996,-73.92997
Gold St & Frankfort St,Customer,304,23897,2214.1290322580644,137276,62,1965,1999,40.710699946313866,-74.00354146957396
Gold St & Frankfort St,Subscriber,61,9612,729.0985915492957,362362,497,1941,2002,40.710699946313866,-74.00354146957396
Graham Ave & Conselyea St,Customer,62,601760,1800.3738704819277,4781793,2656,1953,2002,40.715143,-73.944507
Graham Ave & Conselyea St,Subscriber,61,262754,576.7904696762425,12649015,21930,1900,2003,40.715143,-73.944507
Graham Ave & Grand St,Customer,69,1070477,3206.8410563029397,6436130,2007,1956,2003,40.711863,-73.944024
Graham Ave & Grand St,Subscriber,62,1399626,1168.0201981414639,15208791,13021,1888,2001,40.711863,-73.944024
Graham Ave & Herbert St,Customer,91,199749,2106.705263157895,1400959,665,1946,2001,40.71929301,-73.94500379
Graham Ave & Herbert St,Subscriber,62,370732,640.3738713318285,4538970,7088,1901,2003,40.71929301,-73.94500379
Graham Ave & Withers St,Customer,61,564902,1838.9380753138075,2197531,1195,1959,2001,40.7169811,-73.94485918
Graham Ave & Withers St,Subscriber,61,595480,723.2974079126876,7422478,10262,1900,2001,40.7169811,-73.94485918
Grand Army Plaza & Central Park S,Customer,61,942939,2394.7302719572003,75199320,31402,1900,2003,40.764,-73.97399999999999
Grand Army Plaza & Central Park S,Subscriber,61,3108749,984.7051625156472,45625329,46334,1887,2003,40.764397100000004,-73.97371465
Grand Army Plaza & Plaza St West,Customer,61,3341929,2454.805287662122,14763199,6014,1943,2003,40.6729679,-73.97087984
Grand Army Plaza & Plaza St West,Subscriber,61,52912,866.9716024340771,16669263,19227,1885,2003,40.6729679,-73.97087984
Grand Ave & Bergen St,Customer,80,88218,1226.4886759581882,1408009,1148,1955,2002,40.678045000000004,-73.962408
Grand Ave & Bergen St,Subscriber,62,606884,749.5291553133515,8252316,11010,1949,2003,40.678045000000004,-73.962408
Grand St & Elizabeth St,Customer,61,450203,1711.2563180501447,17131387,10011,1932,2003,40.718821999999996,-73.99596
Grand St & Elizabeth St,Subscriber,61,698377,812.2176292809293,58318038,71801,1890,2003,40.718821999999996,-73.99596
Grand St & Greene St,Customer,104,12686,1366.0956937799042,285514,209,1958,1999,40.72165481,-74.00234737
Grand St & Greene St,Subscriber,61,73969,761.8478900883218,3105292,4076,1896,2000,40.72165481,-74.00234737
Grand St & Havemeyer St,Customer,63,334536,1647.7211229946524,6162477,3740,1931,2003,40.71286844,-73.95698119
Grand St & Havemeyer St,Subscriber,61,455046,857.6158139534883,15672929,18275,1886,2003,40.71286844,-73.95698119
Great Jones St,Customer,61,2076810,1619.5561534455824,9330263,5761,1945,2003,40.72743423,-73.99379025
Great Jones St,Subscriber,61,1059371,656.6226081795314,46463929,70762,1889,2002,40.72743423,-73.99379025
Green St & McGuinness Blvd,Customer,210,43468,1623.1927710843374,134725,83,1961,2001,40.733959999999996,-73.95204
Green St & McGuinness Blvd,Subscriber,86,5220,681.9013452914799,304128,446,1954,1999,40.733959999999996,-73.95204
Greene Av & Myrtle Av,Customer,65,2160198,5189.307606885064,9345943,1801,1949,2003,40.698568,-73.918877
Greene Av & Myrtle Av,Subscriber,61,34509,1274.668447769169,4771084,3743,1937,2002,40.698568,-73.918877
Greene Ave & Grandview Ave,Customer,616,5201,1518.857142857143,10632,7,1969,2002,40.709697,-73.90785600000001
Greene Ave & Grandview Ave,Subscriber,124,2328,748.5217391304348,17216,23,1947,1995,40.709697,-73.90785600000001
Greene Ave & Nostrand Ave,Customer,70,1369228,5586.154247391953,7496619,1342,1952,2003,40.68833370000001,-73.950916
Greene Ave & Nostrand Ave,Subscriber,61,457484,825.0657305049298,5522990,6694,1886,2002,40.68833370000001,-73.950916
Greene Ave & Throop Ave,Customer,66,799210,3398.7861328125,3480357,1024,1956,2002,40.6894932,-73.942061
Greene Ave & Throop Ave,Subscriber,61,454410,956.6811220099811,5559274,5811,1937,2002,40.6894932,-73.942061
Greenpoint Ave & Manhattan Ave,Customer,62,318624,1486.3975155279504,3589650,2415,1937,2003,40.730259999999994,-73.95394
Greenpoint Ave & Manhattan Ave,Subscriber,61,1530568,812.1350304657648,15727807,19366,1886,2003,40.730259999999994,-73.95394
Greenwich Ave & 8 Ave,Customer,61,888572,1628.5414606582851,11528445,7079,1945,2003,40.7390169121,-74.0026376103
Greenwich Ave & 8 Ave,Subscriber,61,1329789,722.6436008389865,38243022,52921,1885,2003,40.7390169121,-74.0026376103
Greenwich Ave & Charles St,Customer,63,2057249,1887.569164882227,8814948,4670,1947,2003,40.735238,-74.000271
Greenwich Ave & Charles St,Subscriber,61,338223,673.4735071090047,28420582,42200,1885,2003,40.735238,-74.000271
Greenwich St & W Houston St,Customer,62,1465840,2291.2036854691237,16288167,7109,1942,2003,40.728846000000004,-74.00859100000001
Greenwich St & W Houston St,Subscriber,61,867651,849.5585146071285,44405574,52269,1888,2002,40.728846000000004,-74.00859100000001
Grove St & Broadway,Customer,185,578926,8876.28,665721,75,1969,2003,40.69047,-73.923511
Grove St & Broadway,Subscriber,86,5174,840.4787878787879,277358,330,1951,2000,40.69047,-73.923511
Halsey St & Broadway,Customer,300,6003,1353.3148148148148,73079,54,1966,2000,40.68565,-73.91564
Halsey St & Broadway,Subscriber,87,4926,841.2217573221757,201052,239,1951,2001,40.68565,-73.91564
Halsey St & Evergreen Ave,Customer,270,7806,1642.5238095238096,34493,21,1969,2000,40.68858,-73.91226999999999
Halsey St & Evergreen Ave,Subscriber,139,3846,845.7173913043479,38903,46,1955,1994,40.68858,-73.91226999999999
Halsey St & Tompkins Ave,Customer,86,1744483,11652.038919777602,14669917,1259,1958,2003,40.682368700000005,-73.944118
Halsey St & Tompkins Ave,Subscriber,67,350113,918.4097262667443,6307638,6868,1917,2002,40.682368700000005,-73.944118
Hancock St & Bedford Ave,Customer,63,3245687,31670.563993174062,37117901,1172,1900,2002,40.68216564,-73.95399026
Hancock St & Bedford Ave,Subscriber,62,350916,879.7008943358728,5311634,6038,1886,2002,40.68216564,-73.95399026
Hancock St & Wyckoff Ave,Customer,312,1765,837.0,2511,3,1969,1991,40.6972,-73.90674
Hancock St & Wyckoff Ave,Subscriber,125,2301,862.4615384615385,22424,26,1955,1997,40.6972,-73.90674
Handlebar @ Gowanus,Subscriber,231,18669,2821.2,28212,10,1979,1998,40.66979964220026,-73.99497985839844
Hanson Pl & Ashland Pl,Customer,63,1948100,2918.4285714285716,10337074,3542,1949,2003,40.68506807308177,-73.97790759801863
Hanson Pl & Ashland Pl,Subscriber,61,1131701,729.666992471272,27621544,37855,1887,2003,40.68506807308177,-73.97790759801863
Harman St & Seneca Ave,Customer,117,3244,778.0,18672,24,1969,1996,40.70577,-73.91292
Harman St & Seneca Ave,Subscriber,74,2510,685.8219178082192,50065,73,1955,1995,40.70577,-73.91292
Harrison Pl & Porter Ave,Customer,329,11724,1477.6699029126214,152200,103,1969,1999,40.70686,-73.92851
Harrison Pl & Porter Ave,Subscriber,103,4694,889.7894736842105,236684,266,1945,1999,40.70686,-73.92851
Harrison St & Hudson St,Customer,63,1296872,2459.163208076276,4384688,1783,1919,2003,40.71870987,-74.0090009
Harrison St & Hudson St,Subscriber,61,175898,814.488821611551,13989660,17176,1888,2002,40.71870987,-74.0090009
Hart St & Wyckoff Ave,Customer,64,85845,1839.601494396015,1477200,803,1958,2001,40.704876,-73.919911
Hart St & Wyckoff Ave,Subscriber,61,796456,1599.96992481203,3617532,2261,1936,2001,40.704876,-73.919911
Henry St & Atlantic Ave,Customer,63,341873,1648.5513253012048,3420744,2075,1951,2003,40.69089272,-73.99612349
Henry St & Atlantic Ave,Subscriber,61,289926,704.21349039858,13092033,18591,1887,2003,40.69089272,-73.99612349
Henry St & Bay St,Customer,67,155631,2281.154761904762,958085,420,1952,2002,40.672505799999996,-74.00494695
Henry St & Bay St,Subscriber,72,12074,776.4752931323283,1854223,2388,1945,2003,40.672505799999996,-74.00494695
Henry St & Degraw St,Customer,61,92203,1582.121301775148,1604271,1014,1949,2003,40.684751399999996,-73.99917254
Henry St & Degraw St,Subscriber,61,154306,587.7891570204696,8987884,15291,1895,2003,40.684751399999996,-73.99917254
Henry St & Grand St,Customer,105,47991,1224.6084996780426,1901817,1553,1944,2003,40.714211,-73.981346
Henry St & Grand St,Subscriber,61,380069,721.6287476738576,20940223,29018,1888,2003,40.714211,-73.981346
Henry St & Middagh St,Customer,64,561260,2025.5529231944975,5300872,2617,1904,2003,40.7003,-73.99158100000001
Henry St & Middagh St,Subscriber,63,26578,661.7574842436975,5039945,7616,1896,2003,40.7003,-73.99158100000001
Henry St & Poplar St,Customer,73,138849,2521.155467720685,1913557,759,1946,2002,40.700469,-73.991454
Henry St & Poplar St,Subscriber,64,14039,587.152167230249,1910006,3253,1941,2002,40.700469,-73.991454
Henry St & W 9 St,Customer,151,13378,1413.041095890411,309456,219,1963,2001,40.6763744,-74.00324957
Henry St & W 9 St,Subscriber,63,2093602,2100.7782446311858,4499867,2142,1945,2003,40.6763744,-74.00324957
Hicks St & Montague St,Customer,74,174524,1755.469334330591,4694125,2674,1891,2003,40.69512845,-73.99595065
Hicks St & Montague St,Subscriber,61,389375,675.2174787020197,14107994,20894,1900,2003,40.69512845,-73.99595065
Hope St & Union Ave,Customer,67,785621,2067.4012612014603,6229080,3013,1937,2003,40.71167351,-73.95141312
Hope St & Union Ave,Subscriber,61,699944,803.5828110456097,12949737,16115,1938,2001,40.71167351,-73.95141312
Howard St & Centre St,Customer,63,1877420,1796.952437930003,12014424,6686,1900,2003,40.71910537,-73.99973337
Howard St & Centre St,Subscriber,61,413102,756.5084905660377,30472162,40280,1888,2003,40.71910537,-73.99973337
Hudson St & Reade St,Customer,64,384256,1679.5023459493275,5369369,3197,1857,2003,40.71625008,-74.0091059
Hudson St & Reade St,Subscriber,61,782655,762.2394863781507,22438806,29438,1900,2003,40.71625008,-74.0091059
Humboldt St & Varet St,Customer,71,1049159,2960.7699570815453,3449297,1165,1946,2003,40.7031724,-73.940636
Humboldt St & Varet St,Subscriber,72,347963,1069.8882252559727,5015636,4688,1900,2001,40.7031724,-73.940636
Huron St & Franklin St,Customer,65,228334,1401.4810566562392,4032061,2877,1937,2002,40.732659999999996,-73.95826
Huron St & Franklin St,Subscriber,61,687239,830.5601019837075,13356237,16081,1888,2001,40.732659999999996,-73.95826
India St & Manhattan Ave,Customer,61,171525,1464.3023887079262,2697245,1842,1937,2002,40.73232194,-73.9550858
India St & Manhattan Ave,Subscriber,61,179281,701.6066035836521,10454640,14901,1889,2003,40.73232194,-73.9550858
India St & West St,Customer,65,500289,1531.9480048367593,2533842,1654,1934,2001,40.73181401720966,-73.95995020866394
India St & West St,Subscriber,61,40414,605.8976671240933,6181368,10202,1938,2001,40.73181401720966,-73.95995020866394
Irving Ave & DeKalb Ave,Customer,90,702719,2622.332901554404,2024441,772,1951,2003,40.7027,-73.92095
Irving Ave & DeKalb Ave,Subscriber,62,7431,1097.1817667044168,1937623,1766,1889,2000,40.7027,-73.92095
Irving Ave & Halsey St,Customer,121,4598,1351.6913580246915,109487,81,1969,1999,40.69467,-73.90663
Irving Ave & Halsey St,Subscriber,85,3743,911.0622009569378,190412,209,1945,1999,40.69467,-73.90663
Irving Ave & Harman St,Customer,63,6084,1190.0882352941176,80926,68,1969,1997,40.70108,-73.9179
Irving Ave & Harman St,Subscriber,71,5531,971.0924657534247,283559,292,1954,2001,40.70108,-73.9179
Irving Ave & Jefferson St,Customer,67,656751,2050.6226101413135,2466899,1203,1888,2001,40.70538,-73.92535
Irving Ave & Jefferson St,Subscriber,65,95743,1165.0868217054262,3005924,2580,1900,2000,40.704,-73.926
Irving Ave & Palmetto St,Customer,183,4745,920.7941176470588,31307,34,1969,2002,40.698,-73.9127
Irving Ave & Palmetto St,Subscriber,86,3391,807.0949720670391,144470,179,1957,2000,40.698,-73.9127
Jackson Ave & 46 Rd,Customer,72,512454,2344.503095975232,3029098,1292,1952,2002,40.74524768,-73.94733276
Jackson Ave & 46 Rd,Subscriber,64,54115,829.2750498278674,4576769,5519,1887,2001,40.74524768,-73.94733276
Jackson St & Leonard St,Customer,99,55652,1336.6953271028037,715132,535,1957,1999,40.716380319735606,-73.94821286201476
Jackson St & Leonard St,Subscriber,64,36502,729.2904800650936,2688894,3687,1910,2002,40.716380319735606,-73.94821286201476
Jay St & Tech Pl,Customer,65,1341434,2837.345940420561,19430145,6848,1929,2003,40.695065,-73.987167
Jay St & Tech Pl,Subscriber,61,495574,992.4434471365639,18022773,18160,1886,2003,40.695065,-73.987167
Jay St & York St,Customer,61,1515934,2311.818639389511,14238491,6159,1901,2003,40.70140317257725,-73.98672670125961
Jay St & York St,Subscriber,61,2731384,1011.1780166211494,34433645,34053,1885,2003,40.70140317257725,-73.98672670125961
Jefferson Ave & Evergreen Ave,Customer,133,3586,1427.5454545454545,15703,11,1969,1997,40.689890000000005,-73.91458
Jefferson Ave & Evergreen Ave,Subscriber,110,2341,666.9032258064516,20674,31,1970,1997,40.689890000000005,-73.91458
Jefferson St & Cypress Ave,Customer,204,7395,1416.2941176470588,216693,153,1967,1999,40.709070000000004,-73.92156999999999
Jefferson St & Cypress Ave,Subscriber,78,4114,1078.7874015748032,411018,381,1953,1999,40.709070000000004,-73.92156999999999
John St & William St,Customer,61,522153,1838.0012330456227,4471857,2433,1948,2003,40.70862144,-74.00722156
John St & William St,Subscriber,61,750745,891.9021697960067,16483244,18481,1885,2003,40.70862144,-74.00722156
Johnson St & Gold St,Customer,68,1005160,2130.4130328270458,4348173,2041,1880,2003,40.69474881,-73.98362464
Johnson St & Gold St,Subscriber,61,1513798,946.3174111635828,12223582,12917,1900,2003,40.69474881,-73.98362464
Kane St & Clinton St,Customer,76,1640808,3463.336448598131,2964616,856,1953,2003,40.686175799999994,-73.99645295
Kane St & Clinton St,Subscriber,64,500876,690.121187015139,9162739,13277,1933,2003,40.686175799999994,-73.99645295
Kent Ave & N 7 St,Customer,61,2123501,2078.085522450692,24760389,11915,1900,2003,40.72036775298455,-73.96165072917937
Kent Ave & N 7 St,Subscriber,61,653563,846.5392645592634,28868682,34102,1887,2003,40.72036775298455,-73.96165072917937
Kent Ave & S 11 St,Customer,61,260150,1467.8079851439184,7904146,5385,1943,2003,40.7076449441757,-73.96841526031494
Kent Ave & S 11 St,Subscriber,61,356192,914.4318871630066,15365199,16803,1887,2001,40.7076449441757,-73.96841526031494
Kent St & McGuinness Blvd,Customer,99,4148,935.0619469026549,105662,113,1969,2001,40.73124,-73.95161
Kent St & McGuinness Blvd,Subscriber,69,2712,742.6546112115732,410688,553,1886,2001,40.73124,-73.95161
Kingsland Ave & Nassau Ave,Customer,136,29141,998.059405940594,201608,202,1969,2000,40.725770000000004,-73.94173
Kingsland Ave & Nassau Ave,Subscriber,65,2707,605.403448275862,1053402,1740,1889,2002,40.725770000000004,-73.94173
Kingston Ave & Herkimer St,Customer,74,1912012,9949.415897799858,14018727,1409,1957,2003,40.67890679,-73.94142771
Kingston Ave & Herkimer St,Subscriber,62,240420,1121.2645529273611,6683858,5961,1886,2002,40.67890679,-73.94142771
Knickerbocker Ave & Cooper St,Customer,249,4571,1479.2692307692307,38461,26,1969,2000,40.69081,-73.90448
Knickerbocker Ave & Cooper St,Subscriber,73,10276,987.8603351955308,176827,179,1945,1997,40.69081,-73.90448
Knickerbocker Ave & George St,Customer,61,2021614,4533.481707317073,4460946,984,1888,2001,40.704425,-73.92836
Knickerbocker Ave & George St,Subscriber,61,299294,1076.992359121299,2255222,2094,1886,2002,40.704425,-73.92836
Knickerbocker Ave & Halsey St,Customer,171,11061,1365.5263157894738,51890,38,1962,2000,40.693000000000005,-73.90824
Knickerbocker Ave & Halsey St,Subscriber,84,2589,793.6538461538462,103175,130,1957,1999,40.693000000000005,-73.90824
Knickerbocker Ave & Hancock St,Customer,228,154827,7234.68,180867,25,1969,1997,40.69385,-73.90974
Knickerbocker Ave & Hancock St,Subscriber,65,2578,553.8613861386139,55940,101,1968,1999,40.69385,-73.90974
Knickerbocker Ave & Thames St,Customer,67,657840,3080.430966469428,3123557,1014,1959,2003,40.70539,-73.92976
Knickerbocker Ave & Thames St,Subscriber,69,872028,1611.7833333333333,3191331,1980,1900,2001,40.70539,-73.92976
Kosciuszko St & Nostrand Ave,Customer,65,1234498,3881.6716791979948,4646361,1197,1949,2002,40.69072549,-73.95133465
Kosciuszko St & Nostrand Ave,Subscriber,64,265582,864.5394757251435,5573686,6447,1932,2002,40.69072549,-73.95133465
Kosciuszko St & Tompkins Ave,Customer,62,1738649,6927.275197195442,7904021,1141,1959,2002,40.69128258,-73.9452416
Kosciuszko St & Tompkins Ave,Subscriber,63,728342,901.7501203079885,7495347,8312,1938,2002,40.69128258,-73.9452416
LaGuardia Pl & W 3 St,Customer,62,796195,1527.9556503749677,11817209,7734,1900,2003,40.72917025,-73.99810231
LaGuardia Pl & W 3 St,Subscriber,61,555838,735.2594072456902,35699050,48553,1885,2003,40.72917025,-73.99810231
Lafayette Ave & Classon Ave,Customer,74,645302,1763.0984719864177,3115395,1767,1949,2003,40.68900443,-73.96023854
Lafayette Ave & Classon Ave,Subscriber,61,1383937,840.4115573373886,12158234,14467,1887,2003,40.68900443,-73.96023854
Lafayette Ave & Fort Greene Pl,Customer,72,1696677,2642.7907647907646,5494362,2079,1949,2002,40.68691865,-73.976682
Lafayette Ave & Fort Greene Pl,Subscriber,61,988758,768.861422818792,14320044,18625,1886,2003,40.68691865,-73.976682
Lafayette Ave & St James Pl,Customer,83,188760,1614.978886756238,2524212,1563,1949,2002,40.68851534,-73.9647628
Lafayette Ave & St James Pl,Subscriber,61,625845,713.6267023889261,12785336,17916,1887,2002,40.68851534,-73.9647628
Lafayette St & E 8 St,Customer,61,2308174,1775.1020990189368,15560545,8766,1932,2003,40.73020660529954,-73.99102628231049
Lafayette St & E 8 St,Subscriber,61,2441781,725.7552414660819,61720403,85043,1885,2003,40.73020660529954,-73.992
Lafayette St & Jersey St,Customer,61,366169,1409.5394543854502,9610240,6818,1932,2003,40.72430527250332,-73.99600982666016
Lafayette St & Jersey St,Subscriber,61,1510516,758.2743074311289,39305907,51836,1886,2003,40.72430527250332,-73.99600982666016
Lafayette St & Jersey St S,Customer,67,13646,1379.8986135181976,1592403,1154,1900,2001,40.72430527250332,-73.99600982666016
Lafayette St & Jersey St S,Subscriber,63,17450,753.6567607726597,3043266,4038,1900,2003,40.72430527250332,-73.99600982666016
Laight St & Hudson St,Customer,78,129127,1471.6273148148148,1907229,1296,1950,2003,40.72185379,-74.00771779
Laight St & Hudson St,Subscriber,61,98792,891.052680307379,9624260,10801,1885,2003,40.72185379,-74.00771779
Lawrence St & Willoughby St,Customer,62,1820674,3189.758473181968,9693676,3039,1952,2003,40.69236178,-73.98631746
Lawrence St & Willoughby St,Subscriber,61,1330956,907.7134932974744,21600858,23797,1886,2003,40.69236178,-73.98631746
Lefferts Pl & Franklin Ave,Customer,77,819503,3604.7707736389684,3774195,1047,1951,2003,40.680342423,-73.9557689392
Lefferts Pl & Franklin Ave,Subscriber,61,559819,733.5463931531042,5399635,7361,1886,2002,40.680342423,-73.9557689392
Lenox Ave & W 111 St,Customer,61,2398576,3296.093585794528,36382281,11038,1932,2003,40.7987859,-73.9523
Lenox Ave & W 111 St,Subscriber,61,1908974,856.1041278556721,17462812,20398,1888,2002,40.7987859,-73.9523
Lenox Ave & W 115 St,Customer,62,2809324,8366.331432192648,13202071,1578,1932,2003,40.8011939,-73.9500739
Lenox Ave & W 115 St,Subscriber,61,1103962,955.645853899309,7744554,8104,1924,2003,40.8011939,-73.9500739
Lenox Ave & W 117 St,Customer,61,2451669,9667.945646945647,20099659,2079,1953,2003,40.8025566,-73.9490782
Lenox Ave & W 117 St,Subscriber,61,1356744,906.279136189481,13009637,14355,1942,2003,40.8025566,-73.9490782
Lenox Ave & W 126 St,Customer,61,2655419,14407.792887718142,43756467,3037,1941,2003,40.808442,-73.94520870000001
Lenox Ave & W 126 St,Subscriber,61,2055354,1017.0447294099687,13324303,13101,1890,2003,40.808442,-73.94520870000001
Lenox Ave & W 130 St,Customer,62,2398415,17735.255076142133,41926143,2364,1947,2003,40.8107922,-73.9430681
Lenox Ave & W 130 St,Subscriber,62,1886161,1237.9071702944943,15468888,12496,1943,2002,40.8107922,-73.9430681
Leonard St & Boerum St,Customer,62,1225411,3419.056338028169,3641295,1065,1946,2002,40.70583339,-73.94644578
Leonard St & Boerum St,Subscriber,61,48306,831.8597744360902,4425494,5320,1900,2001,40.70583339,-73.94644578
Leonard St & Church St,Customer,61,242938,1390.0610207100592,3758725,2704,1863,2003,40.717571,-74.005549
Leonard St & Church St,Subscriber,61,56801,718.7482222589714,17385082,24188,1886,2002,40.717571,-74.005549
Leonard St & Maujer St,Customer,62,858262,2298.0006468305305,3552709,1546,1952,2003,40.71036854235229,-73.94705951213838
Leonard St & Maujer St,Subscriber,62,1547375,848.323783488245,7757921,9145,1944,2001,40.71036854235229,-73.94705951213838
Leonard St & Nassau Ave,Customer,79,274864,1460.7630922693268,2343064,1604,1951,2001,40.7239567849954,-73.94984364509583
Leonard St & Nassau Ave,Subscriber,61,176875,564.2952972493346,9539412,16905,1887,2002,40.7239567849954,-73.94984364509583
Lewis Ave & Decatur St,Customer,74,1301170,4704.170915958452,4981717,1059,1951,2003,40.6814598,-73.934903
Lewis Ave & Decatur St,Subscriber,62,2445675,1987.7617197617199,7674748,3861,1917,2001,40.6814598,-73.934903
Lewis Ave & Kosciuszko St,Customer,63,2208770,4766.0401907356945,6996547,1468,1950,2003,40.69237074,-73.93705428
Lewis Ave & Kosciuszko St,Subscriber,64,360310,1055.9359876437275,6152939,5827,1887,2002,40.69237074,-73.93705428
Lewis Ave & Madison St,Customer,74,826016,3310.8479692645446,6032365,1822,1900,2002,40.686312,-73.935775
Lewis Ave & Madison St,Subscriber,61,1259244,1333.6155524188375,10392866,7793,1917,2002,40.686312,-73.935775
Lexington Ave & Classon Ave,Customer,61,156660,1498.7744543249798,1853984,1237,1949,2002,40.68676793,-73.95928168
Lexington Ave & Classon Ave,Subscriber,61,729586,898.531208499336,9472316,10542,1900,2002,40.68676793,-73.95928168
Lexington Ave & E 111 St,Customer,64,240656,2260.532978723404,2124901,940,1955,2003,40.79541210000001,-73.9441232
Lexington Ave & E 111 St,Subscriber,61,1128696,816.0413718553459,8304037,10176,1932,2002,40.79541210000001,-73.9441232
