start_sta_name,usertype,tripduration_min,tripduration_max,tripduration_mean,tripduration_sum,tripduration_count,birth_year_min,birth_year_max,start_sta_lat_min,start_sta_lon_min
Cathedral Pkwy & Broadway,Subscriber,61,1723988,1035.6146633597484,17119746,16531,1909,2003,40.804213,-73.96699104
Catherine St & Monroe St,Customer,70,89251,1638.2344428364688,3396060,2073,1900,2003,40.71117444,-73.99682619
Catherine St & Monroe St,Subscriber,61,500459,736.0722682514206,16968674,23053,1886,2003,40.71117444,-73.99682619
Cedar St & Evergreen Ave,Customer,131,1971,1118.3714285714286,39143,35,1956,1996,40.696709999999996,-73.92806999999999
Cedar St & Evergreen Ave,Subscriber,103,2325,606.9112903225806,75257,124,1953,2000,40.696709999999996,-73.92806999999999
Cedar St & Myrtle Ave,Customer,62,527423,2505.776067527309,5046633,2014,1927,2003,40.697842,-73.926241
Cedar St & Myrtle Ave,Subscriber,67,265275,1155.7143211715065,4656373,4029,1889,2001,40.697842,-73.926241
Center Blvd & 48 Ave,Customer,74,160965,1989.1545089029294,3463118,1741,1948,2003,40.745038,-73.957539
Center Blvd & 48 Ave,Subscriber,61,102139,757.6384771868643,5214068,6882,1887,2001,40.745038,-73.957539
Center Blvd & 51 Ave,Customer,64,320288,2046.66005445352,5261963,2571,1952,2003,40.74336608027021,-73.95960688591003
Center Blvd & 51 Ave,Subscriber,62,265081,914.5495737290812,5792757,6334,1894,2001,40.74336608027021,-73.95960688591003
Central Ave & Covert St,Customer,128,544141,13831.978260869566,636271,46,1969,2000,40.68929,-73.90951
Central Ave & Covert St,Subscriber,67,4142,815.0934579439253,87215,107,1951,1998,40.68929,-73.90951
Central Ave & Decatur St,Customer,251,2598,1342.4117647058824,22821,17,1962,1991,40.6882,-73.90798000000001
Central Ave & Decatur St,Subscriber,71,3164,918.3882352941176,78063,85,1951,1997,40.6882,-73.90798000000001
Central Ave & Flushing Ave,Customer,69,1334950,2977.8945660989457,3671744,1233,1954,2003,40.702831,-73.9333
Central Ave & Flushing Ave,Subscriber,61,120129,946.8820907617504,2336905,2468,1946,2001,40.702831,-73.9333
Central Ave & Himrod St,Customer,66,2087,787.9166666666666,28365,36,1969,2003,40.69676,-73.92302
Central Ave & Himrod St,Subscriber,82,2704,846.5411764705882,143912,170,1946,1999,40.69676,-73.92302
Central Ave & Melrose St,Customer,173,1351,775.5454545454545,8531,11,1969,1996,40.70112,-73.93039
Central Ave & Melrose St,Subscriber,84,2151,711.1315789473684,27023,38,1953,1998,40.70112,-73.93039
Central Ave & Starr Street,Customer,61,1342601,2943.1423330887746,4011503,1363,1888,2002,40.700003,-73.92834
Central Ave & Starr Street,Subscriber,61,1021575,1202.0864570737606,3976502,3308,1946,2001,40.700003,-73.92834
Central Ave & Weirfield St,Customer,205,3060,1069.611111111111,19253,18,1969,1997,40.69055,-73.91181
Central Ave & Weirfield St,Subscriber,62,2302,500.33093525179856,69546,139,1968,1996,40.69055,-73.91181
Central Ave & Woodbine St,Customer,91,15091,1370.5189873417721,108271,79,1969,2001,40.69296,-73.91605
Central Ave & Woodbine St,Subscriber,141,2874,657.8520408163265,128939,196,1950,1997,40.69296,-73.91605
Central Park North & Adam Clayton Powell Blvd,Customer,61,861571,2143.660376344086,39872083,18600,1900,2003,40.799484,-73.956
Central Park North & Adam Clayton Powell Blvd,Subscriber,61,323949,1141.5339757980616,20847835,18263,1900,2002,40.799484,-73.955613
Central Park S & 6 Ave,Customer,61,2160441,2246.5830832902225,86852902,38660,1885,2003,40.76590936,-73.977
Central Park S & 6 Ave,Subscriber,61,368839,978.1672488964714,36120782,36927,1886,2003,40.76590936,-73.97634151
Central Park W & W 96 St,Customer,61,960521,2099.513722957701,26008776,12388,1943,2003,40.791270000000004,-73.964839
Central Park W & W 96 St,Subscriber,61,1286384,1009.9499560424697,29868260,29574,1888,2003,40.791270000000004,-73.964839
Central Park West & W 100 St,Customer,61,815767,2173.8647039722914,20084336,9239,1942,2003,40.794066608185524,-73.96286845207214
Central Park West & W 100 St,Subscriber,61,639015,1125.285953559193,14780631,13135,1900,2002,40.794066608185524,-73.96286845207214
Central Park West & W 102 St,Customer,64,738417,2601.5213834139086,6995491,2689,1953,2003,40.795346,-73.96186
Central Park West & W 102 St,Subscriber,61,111180,916.938734432004,7288746,7949,1932,2002,40.795346,-73.96186
Central Park West & W 68 St,Customer,61,1532825,2267.535985271145,40643315,17924,1938,2003,40.7734066,-73.97782542
Central Park West & W 68 St,Subscriber,61,737748,830.6973779234487,29906767,36002,1885,2003,40.7734066,-73.97782542
Central Park West & W 72 St,Customer,61,1448516,2064.446317728565,51551289,24971,1900,2003,40.77579376683666,-73.97620573639871
Central Park West & W 72 St,Subscriber,61,233587,784.2791400644104,27761913,35398,1885,2003,40.77579376683666,-73.97620573639871
Central Park West & W 76 St,Customer,61,586698,2016.4991826249416,34538598,17128,1940,2003,40.77896784,-73.97374737
Central Park West & W 76 St,Subscriber,62,98932,863.4383140078035,15711987,18197,1899,2003,40.77896784,-73.97374737
Central Park West & W 82 St,Customer,63,133618,1928.3244892544442,7267855,3769,1946,2003,40.782593,-73.971211
Central Park West & W 82 St,Subscriber,61,177047,815.1274915868496,6297675,7726,1888,2003,40.782593,-73.971211
Central Park West & W 85 St,Customer,61,1545672,2105.2507524580296,31475604,14951,1904,2003,40.78472675,-73.96961715
Central Park West & W 85 St,Subscriber,61,500429,867.9154255319149,24475215,28200,1888,2003,40.78472675,-73.96961715
Centre St & Chambers St,Customer,61,737669,2008.9176868873756,51032536,25403,1900,2003,40.71273266,-74.0046073
Centre St & Chambers St,Subscriber,61,109109,759.4389156559782,27426377,36114,1886,2003,40.71273266,-74.0046073
Centre St & Seneca Ave,Customer,1546,2861,2036.6666666666667,6110,3,1969,1983,40.699690000000004,-73.9022
Centre St & Seneca Ave,Subscriber,63,614,186.14285714285714,1303,7,1980,1997,40.699690000000004,-73.9022
Centre St & Worth St,Customer,65,417946,1778.4056795131846,9644294,5423,1900,2003,40.71494807,-74.00234482
Centre St & Worth St,Subscriber,61,232123,831.6650238557122,15862347,19073,1901,2003,40.71494807,-74.00234482
Cherry St,Customer,63,267350,1683.9266605166051,7301506,4336,1901,2003,40.71219906,-73.97948148
Cherry St,Subscriber,61,409184,994.4655024743053,20899687,21016,1901,2003,40.71219906,-73.97948148
Christopher St & Greenwich St,Customer,63,763984,1668.8476854156297,20116290,12054,1938,2003,40.73291553,-74.00711384
Christopher St & Greenwich St,Subscriber,61,764743,745.8475475329849,66648191,89359,1886,2003,40.73291553,-74.00711384
Clark St & Henry St,Customer,63,1022948,2182.1134318766067,6790737,3112,1943,2003,40.69760127,-73.99344559
Clark St & Henry St,Subscriber,63,624447,650.0150878603002,17792863,27373,1939,2003,40.69760127,-73.99344559
Classon Ave & St Marks Ave,Customer,90,580166,2200.1900698215672,2836045,1289,1958,2002,40.676519799999994,-73.9596082
Classon Ave & St Marks Ave,Subscriber,62,423506,781.3895363461055,9319633,11927,1900,2001,40.676519799999994,-73.9596082
Clermont Ave & Lafayette Ave,Customer,152,48540,1352.373348017621,1227955,908,1954,2003,40.68764484,-73.96968902
Clermont Ave & Lafayette Ave,Subscriber,61,724890,727.8095952023988,7281735,10005,1938,2002,40.68764484,-73.96968902
Clermont Ave & Park Ave,Customer,61,177159,1395.2991689750693,1007406,722,1950,2002,40.69573398,-73.97129668
Clermont Ave & Park Ave,Subscriber,61,541726,713.8888888888889,5968825,8361,1938,2001,40.69573398,-73.97129668
Cleveland Pl & Spring St,Customer,61,773080,1583.163582183187,20188502,12752,1901,2003,40.72210378668603,-73.99724900722505
Cleveland Pl & Spring St,Subscriber,61,1597596,769.8642774182844,55679664,72324,1886,2003,40.72210378668603,-73.99724900722505
Cliff St & Fulton St,Customer,61,446637,1785.2334659373446,7180209,4022,1901,2003,40.70831794366396,-74.0050408244133
Cliff St & Fulton St,Subscriber,61,289708,809.3170722561775,21583677,26669,1885,2002,40.70831794366396,-74.0050408244133
Cliff St & Fulton St (Old),Customer,81,10637,1549.865671641791,415364,268,1945,2002,40.70831794366396,-74.0050408244133
Cliff St & Fulton St (Old),Subscriber,64,10465,897.860447761194,1203133,1340,1943,2000,40.70831794366396,-74.0050408244133
Clinton Ave & Flushing Ave,Customer,68,152291,1430.894122551063,3432715,2399,1955,2003,40.69794,-73.96986848
Clinton Ave & Flushing Ave,Subscriber,61,768076,1146.2038349983886,7113341,6206,1900,2001,40.69794,-73.96986848
Clinton Ave & Myrtle Ave,Customer,62,156699,1483.5260223048326,2394411,1614,1950,2002,40.693261,-73.968896
Clinton Ave & Myrtle Ave,Subscriber,61,615109,713.5996312648585,14708002,20611,1900,2002,40.693261,-73.968896
Clinton St & 4 Place,Customer,67,464535,2016.438409311348,2078948,1031,1952,2002,40.6783563,-74.00014502
Clinton St & 4 Place,Subscriber,61,41181,708.1342045454545,6231581,8800,1943,2003,40.6783563,-74.00014502
Clinton St & Centre St,Customer,131,32452,1209.0662251655629,365138,302,1950,2002,40.67434,-74.00194698
Clinton St & Centre St,Subscriber,61,85537,872.67624750499,2186054,2505,1895,2003,40.67434,-74.00194698
Clinton St & Grand St,Customer,64,328314,1491.0012613521694,5910329,3964,1900,2003,40.71559509,-73.9870295
Clinton St & Grand St,Subscriber,61,855785,713.1667536584895,36891403,51729,1890,2003,40.71559509,-73.9870295
Clinton St & Joralemon St,Customer,64,1380533,2272.2347003154573,3601492,1585,1946,2003,40.69239502,-73.99337909
Clinton St & Joralemon St,Subscriber,61,308336,683.0189628986765,15740172,23045,1900,2003,40.69239502,-73.99337909
Clinton St & Union St,Customer,106,152643,1573.916837782341,1532995,974,1952,2002,40.683116399999996,-73.99785267
Clinton St & Union St,Subscriber,61,147222,612.0896266987786,7116154,11626,1886,2002,40.683116399999996,-73.99785267
Coffey St & Conover St,Customer,63,38923,1507.405734767025,2102831,1395,1950,2003,40.677236,-74.015665
Coffey St & Conover St,Subscriber,62,73128,1072.5710034013605,5045374,4704,1889,2003,40.677236,-74.015665
Columbia Heights & Cranberry St,Customer,62,180844,1941.0495088408645,4939971,2545,1950,2003,40.70037867,-73.99548059
Columbia Heights & Cranberry St,Subscriber,61,44624,709.9888337468983,4578008,6448,1885,2002,40.70037867,-73.99548059
Columbia St & Degraw St,Customer,71,330913,2160.0806536636796,4097673,1897,1946,2002,40.6859296,-74.00242364
Columbia St & Degraw St,Subscriber,61,205938,794.1587216759299,7430149,9356,1900,2003,40.6859296,-74.00242364
Columbia St & Kane St,Customer,67,437684,2301.9620253164558,3273390,1422,1952,2003,40.68763155,-74.0016256
Columbia St & Kane St,Subscriber,61,41051,725.9443002124144,6151652,8474,1939,2003,40.68763155,-74.0016256
Columbia St & Lorraine St,Customer,61,224527,2419.1346153846152,503180,208,1950,2002,40.6747055,-74.00755720000001
Columbia St & Lorraine St,Subscriber,65,285696,1453.4827586206898,1854644,1276,1945,2003,40.6747055,-74.00755720000001
Columbia St & Rivington St,Customer,65,138831,1496.3713268032056,1680425,1123,1956,2003,40.71739973,-73.98016555
Columbia St & Rivington St,Subscriber,62,476915,819.6582622891348,18075104,22052,1932,2003,40.71739973,-73.98016555
Columbia St & W 9 St,Customer,62,115525,1807.9060606060607,596609,330,1959,2001,40.6769993,-74.00647134
Columbia St & W 9 St,Subscriber,61,255101,1174.9760174418604,3233534,2752,1945,2003,40.6769993,-74.00647134
Columbus Ave & W 103 St,Customer,100,224852,2504.0777777777776,1352202,540,1945,2003,40.7969347,-73.9643412291
Columbus Ave & W 103 St,Subscriber,61,320680,1077.4655462184874,4487644,4165,1909,2002,40.7969347,-73.9643412291
Columbus Ave & W 72 St,Customer,62,171770,1613.9620827770361,12088576,7490,1885,2003,40.7770575,-73.97898475
Columbus Ave & W 72 St,Subscriber,61,608343,782.3606737393953,44172866,56461,1888,2003,40.7770575,-73.97898475
Columbus Ave & W 95 St,Customer,71,566040,1759.8360442420299,5409736,3074,1944,2003,40.7919557,-73.968087
Columbus Ave & W 95 St,Subscriber,61,703189,781.8460512438737,25205153,32238,1890,2002,40.7919557,-73.968087
Commerce St & Van Brunt St,Customer,73,144568,1567.04625,1253637,800,1900,2002,40.681211700000006,-74.00860912
Commerce St & Van Brunt St,Subscriber,65,54512,811.7471760797342,2443359,3010,1945,2001,40.681211700000006,-74.00860912
Concord St & Bridge St,Customer,61,310089,1777.7692307692307,3905759,2197,1929,2003,40.69766564,-73.98476437
Concord St & Bridge St,Subscriber,64,670512,955.0928237129485,7346574,7692,1943,2003,40.69766564,-73.98476437
Congress St & Clinton St,Customer,62,219905,1521.262319939348,2006545,1319,1900,2003,40.6881529,-73.99520919
Congress St & Clinton St,Subscriber,61,420729,677.6210965052902,10567501,15595,1886,2003,40.6881529,-73.99520919
Cooper Square & Astor Pl,Customer,63,2017308,1984.984550376337,15032288,7573,1943,2003,40.729514962249496,-73.99075269699097
Cooper Square & Astor Pl,Subscriber,61,1237715,666.1416471362197,48603693,72963,1888,2003,40.729514962249496,-73.99075269699097
Court St & Nelson St,Customer,96,133702,1479.5,1695507,1146,1940,2003,40.6763947,-73.99869893
Court St & Nelson St,Subscriber,62,365484,828.9970768004252,6239032,7526,1885,2003,40.6763947,-73.99869893
Court St & State St,Customer,62,958795,2168.998597475456,4639488,2139,1948,2002,40.6902375,-73.99203074
Court St & State St,Subscriber,61,324153,662.5482718939725,16696879,25201,1885,2003,40.6902375,-73.99203074
Crescent St & 30 Ave,Customer,89,73161,1597.945,958767,600,1958,2003,40.768692,-73.9249574
Crescent St & 30 Ave,Subscriber,63,613907,795.2260926006059,3675535,4622,1936,2003,40.768692,-73.9249574
Crescent St & 34 Ave,Customer,151,152783,1855.9125364431486,636578,343,1952,2003,40.76108,-73.930562
Crescent St & 34 Ave,Subscriber,61,165447,777.567739111403,3552707,4569,1886,2003,40.76108,-73.930562
Crescent St & 35 Ave,Customer,71,375211,2558.7645429362883,923714,361,1952,2001,40.7596276,-73.93214549999999
Crescent St & 35 Ave,Subscriber,61,14840,715.7142857142857,2329650,3255,1947,2003,40.7596276,-73.93214549999999
Crescent St & Broadway,Customer,78,46726,1325.9643979057591,1266296,955,1949,2001,40.7633589,-73.92864709999999
Crescent St & Broadway,Subscriber,62,149792,707.6001970166056,5028207,7106,1936,2003,40.7633589,-73.92864709999999
Crescent St & Ditmars Blvd,Customer,71,44423,1319.8931623931624,926565,702,1955,2003,40.7787185,-73.9145645
Crescent St & Ditmars Blvd,Subscriber,68,5282,591.9323909035033,1926148,3254,1943,2001,40.7787185,-73.9145645
Crown St & Bedford Ave,Customer,73,880635,5870.156351791531,1802138,307,1957,2000,40.666563000000004,-73.95674100000001
Crown St & Bedford Ave,Subscriber,74,14995,1003.0940325497288,1109422,1106,1886,2002,40.666563000000004,-73.95674100000001
Cumberland St & Lafayette Ave,Customer,78,609705,3015.5593803786574,3504080,1162,1948,2003,40.68753406,-73.97265183
Cumberland St & Lafayette Ave,Subscriber,61,332720,701.9919457681724,10458978,14899,1910,2003,40.68753406,-73.97265183
Cypress Ave & George St,Customer,556,9340,2770.2,13851,5,1965,2000,40.69812,-73.90271
Cypress Ave & George St,Subscriber,96,2647,1060.030303030303,34981,33,1955,1994,40.69812,-73.90271
Cypress Ave & Palmetto St,Customer,152,2465,1041.0,12492,12,1969,1997,40.70157340873792,-73.90876293182373
Cypress Ave & Palmetto St,Subscriber,91,2847,714.829268292683,29308,41,1947,1997,40.70157340873792,-73.90876293182373
DeKalb Ave & Franklin Ave,Customer,93,42892,1313.9921722113502,2014350,1533,1949,2003,40.69064807082943,-73.95746178925037
DeKalb Ave & Franklin Ave,Subscriber,64,577004,968.9649377928583,5996924,6189,1886,2002,40.69064807082943,-73.95746178925037
DeKalb Ave & Hudson Ave,Customer,64,996587,2534.684772516249,5459711,2154,1950,2003,40.689888,-73.981013
DeKalb Ave & Hudson Ave,Subscriber,61,1010300,679.8236078058068,14283094,21010,1886,2003,40.689888,-73.981013
DeKalb Ave & S Portland Ave,Customer,65,583814,1796.8162037037036,3881123,2160,1952,2003,40.68981035,-73.97493121
DeKalb Ave & S Portland Ave,Subscriber,65,601758,716.8682468220339,10827578,15104,1886,2003,40.68981035,-73.97493121
DeKalb Ave & Skillman St,Customer,97,657720,10348.677419354839,962427,93,1952,1998,40.6906495,-73.95643107
DeKalb Ave & Skillman St,Subscriber,71,37663,778.8863636363636,959588,1232,1935,2001,40.6906495,-73.95643107
DeKalb Ave & Vanderbilt Ave,Customer,75,167410,1367.4253949678175,2336930,1709,1944,2003,40.68940747,-73.96885458
DeKalb Ave & Vanderbilt Ave,Subscriber,61,1141986,798.3807266982623,13139750,16458,1886,2002,40.68940747,-73.96885458
Dean St & 4 Ave,Customer,68,416100,1705.857142857143,3343480,1960,1953,2003,40.68312489,-73.97895137
Dean St & 4 Ave,Subscriber,62,961176,669.1578767998636,15707812,23474,1885,2003,40.68312489,-73.97895137
Dean St & Franklin Ave,Customer,64,1206494,2728.2970365265332,3958759,1451,1900,2002,40.67759206937376,-73.95563721656801
Dean St & Franklin Ave,Subscriber,62,38889,787.8777270421106,7764535,9855,1933,2002,40.67759206937376,-73.95563721656801
Dean St & Hoyt St,Customer,69,106182,1489.7487644151565,1808555,1214,1950,2003,40.686444200000004,-73.98759104
Dean St & Hoyt St,Subscriber,61,229073,794.9385337243402,6776851,8525,1885,2003,40.686444200000004,-73.98759104
Degraw St & Hoyt St,Customer,111,35533,1268.5449735449736,959020,756,1924,2003,40.68199044270703,-73.99079024791719
Degraw St & Hoyt St,Subscriber,63,14931,619.4801219188975,4674597,7546,1888,2003,40.68199044270703,-73.99079024791719
Degraw St & Smith St,Customer,65,279959,1816.5824250681198,2666743,1468,1956,2003,40.6829151,-73.99318208
Degraw St & Smith St,Subscriber,61,176004,731.4968547886949,8256405,11287,1889,2003,40.6829151,-73.99318208
Devoe St & Lorimer St,Customer,69,2922656,3019.0530753968255,6086411,2016,1937,2002,40.71335226222875,-73.9491033554077
Devoe St & Lorimer St,Subscriber,61,230732,668.1659059474412,9661679,14460,1901,2003,40.71335226222875,-73.9491033554077
Devoe St & Morgan Ave,Customer,65,851495,2719.1196721311476,1658663,610,1955,2000,40.713811,-73.93515
Devoe St & Morgan Ave,Subscriber,61,175757,866.4194037392623,1714644,1979,1932,2001,40.713811,-73.93515
Ditmars Blvd & 19 St,Customer,63,286099,2460.8889623265036,3723325,1513,1941,2003,40.78145,-73.9183302
Ditmars Blvd & 19 St,Subscriber,63,1414807,1286.953044099268,7208224,5601,1900,2003,40.78145,-73.9183302
Division Av & Hooper St,Customer,62,2330556,3607.6001124859395,6414313,1778,1955,2003,40.70684203101325,-73.9544353965357
Division Av & Hooper St,Subscriber,61,794105,914.780182387369,6720890,7347,1935,2002,40.70684203101325,-73.9544353965357
Division Ave & Hooper St,Customer,300,3598,978.5689655172414,56757,58,1969,2000,40.70684203101325,-73.9544353965357
Division Ave & Hooper St,Subscriber,102,2933,632.8729281767955,229100,362,1955,2001,40.70684203101325,-73.9544353965357
Division Ave & Marcy Ave,Customer,62,2343428,10395.414351851852,8981638,864,1952,2002,40.70708701,-73.95796783
Division Ave & Marcy Ave,Subscriber,63,234742,829.0593520283147,3045135,3673,1911,2003,40.70708701,-73.95796783
Division St & Bowery,Customer,72,615152,1963.2895101663587,8497117,4328,1949,2003,40.71413089,-73.99704679999999
Division St & Bowery,Subscriber,61,535800,747.2038062729439,23203667,31054,1896,2003,40.71413089,-73.99704679999999
Division St & Bowery (old),Customer,125,21229,1393.2842105263157,132362,95,1961,2001,40.71413089,-73.99704679999999
Division St & Bowery (old),Subscriber,62,3304262,2396.3633923778852,4464425,1863,1936,2003,40.71413089,-73.99704679999999
Dock 72 Way & Market St,Customer,70,857933,2930.0,1614430,551,1958,2003,40.69985,-73.97140999999999
Dock 72 Way & Market St,Subscriber,72,23435,771.0874684608915,2750469,3567,1932,2003,40.69985,-73.97140999999999
Douglass St & 3 Ave,Customer,82,285175,2042.5696202531647,2904534,1422,1900,2003,40.6802133,-73.98432695
Douglass St & 3 Ave,Subscriber,61,382721,719.4181524638495,10248831,14246,1889,2003,40.6802133,-73.98432695
Douglass St & 4 Ave,Customer,61,91188,1306.936507936508,1729077,1323,1913,2003,40.67927879999999,-73.98154004
Douglass St & 4 Ave,Subscriber,63,64921,697.4426213870075,7311291,10483,1889,2003,40.67927879999999,-73.98154004
Driggs Ave & Lorimer St,Customer,61,162801,1459.7598116169545,2789601,1911,1950,2003,40.72179134,-73.95041540000001
Driggs Ave & Lorimer St,Subscriber,61,190593,638.2123164132955,7430706,11643,1886,2002,40.72179134,-73.95041540000001
Driggs Ave & N 9 St,Customer,61,477914,1963.0786381440194,6515458,3319,1951,2003,40.71816969454208,-73.95520135760306
Driggs Ave & N 9 St,Subscriber,61,747560,655.7441484198037,18238212,27813,1886,2003,40.71816969454208,-73.95520135760306
Driggs Ave & N Henry St,Customer,64,61052,1196.9866045428073,2055226,1717,1953,2002,40.72325,-73.94308000000001
Driggs Ave & N Henry St,Subscriber,61,539029,708.2780376954953,10597256,14962,1940,2003,40.72325,-73.94308000000001
Duane St & Greenwich St,Customer,61,174499,1486.4303189165576,3402439,2289,1951,2003,40.71748752,-74.0104554
Duane St & Greenwich St,Subscriber,61,285303,741.9767417927344,14419576,19434,1900,2003,40.71748752,-74.0104554
Duffield St & Willoughby St,Customer,68,169185,1817.1813471502592,3857876,2123,1951,2003,40.69221589,-73.9842844
Duffield St & Willoughby St,Subscriber,61,1138769,824.2276613579212,14749554,17895,1935,2003,40.69221589,-73.9842844
Dwight St & Van Dyke St,Customer,61,332189,2037.3040650406504,1252942,615,1941,2002,40.67363551341504,-74.01195555925368
Dwight St & Van Dyke St,Subscriber,64,66516,986.035008469791,1746268,1771,1888,2003,40.67363551341504,-74.01195555925368
E 10 St & 5 Ave,Customer,62,718388,1552.9275192892214,6641871,4277,1946,2003,40.73331967,-73.99510132
E 10 St & 5 Ave,Subscriber,61,588057,699.963808666798,24891413,35561,1911,2003,40.73331967,-73.99510132
E 10 St & Avenue A,Customer,62,1310125,1867.8637362637362,15297804,8190,1945,2003,40.72740794,-73.98142006
E 10 St & Avenue A,Subscriber,61,450410,764.2052965287562,47729206,62456,1886,2003,40.72740794,-73.98142006
E 102 St & 1 Ave,Customer,71,1256886,4870.50117370892,8299334,1704,1917,2003,40.7869946,-73.94164802
E 102 St & 1 Ave,Subscriber,61,209952,697.8669835026767,12775153,18306,1890,2003,40.7869946,-73.94164802
E 102 St & Park Ave,Customer,66,1388082,4608.446,4608446,1000,1948,2003,40.7904828,-73.95033068
E 102 St & Park Ave,Subscriber,61,673502,903.2897756246813,7085405,7844,1928,2002,40.7904828,-73.95033068
E 103 St & Lexington Ave,Customer,101,470757,3086.0896487985215,3339149,1082,1948,2002,40.790305100000005,-73.94755757
E 103 St & Lexington Ave,Subscriber,63,497988,679.4214203590697,7682218,11307,1900,2002,40.790305100000005,-73.94755757
E 106 St & 1 Ave,Customer,82,1334619,8225.844025157232,6539546,795,1917,2002,40.7892529,-73.93956237
E 106 St & 1 Ave,Subscriber,63,83678,747.7341399100357,4820642,6447,1938,2003,40.7892529,-73.93956237
E 106 St & Lexington Ave,Customer,64,570950,2750.016241299304,2370514,862,1960,2002,40.791976,-73.945993
E 106 St & Lexington Ave,Subscriber,63,40840,790.9531478770132,5402210,6830,1888,2002,40.791976,-73.945993
E 106 St & Madison Ave,Customer,73,572380,3072.223337515684,4897124,1594,1948,2002,40.79343370000001,-73.94945003
E 106 St & Madison Ave,Subscriber,62,1277576,1010.8383976018531,7418543,7339,1888,2003,40.79343370000001,-73.94945003
E 109 St & 3 Ave,Customer,63,1458531,3518.2410147991545,3328256,946,1950,2003,40.79329668,-73.9432083
E 109 St & 3 Ave,Subscriber,61,127389,797.6178257096814,6434383,8067,1936,2001,40.79329668,-73.9432083
E 11 St & 1 Ave,Customer,61,416480,1411.2480689245394,9500522,6732,1947,2003,40.72953837,-73.98426726
E 11 St & 1 Ave,Subscriber,61,797289,722.1495918217254,39276272,54388,1889,2003,40.72953837,-73.98426726
E 11 St & 2 Ave,Customer,61,315297,1420.445389022362,7686030,5411,1950,2003,40.73047309,-73.98672378
E 11 St & 2 Ave,Subscriber,61,1100665,706.2015718548276,36211898,51277,1888,2003,40.73047309,-73.98672378
E 11 St & Avenue B,Customer,63,453276,1419.2925290257447,5623237,3962,1944,2003,40.727464206923926,-73.97950418293476
E 11 St & Avenue B,Subscriber,61,706293,727.6800183003546,31810532,43715,1890,2003,40.727464206923926,-73.97950418293476
E 11 St & Broadway,Customer,69,27017,1212.9461206896551,562807,464,1956,2002,40.73261787,-73.99158043
E 11 St & Broadway,Subscriber,61,274752,701.1002931646351,4543831,6481,1885,2002,40.73261787,-73.99158043
E 110 St & Madison Ave,Customer,67,1489782,3883.8782505910167,9857283,2538,1942,2003,40.796153499999996,-73.94782145
E 110 St & Madison Ave,Subscriber,63,1011553,948.5960186538596,13628479,14367,1941,2002,40.796153499999996,-73.94782145
E 114 St & 1 Ave,Customer,64,432872,2410.586412395709,2022482,839,1953,2002,40.79456629999999,-73.9362541
E 114 St & 1 Ave,Subscriber,62,389439,933.6533180778032,5712091,6118,1936,2003,40.79456629999999,-73.9362541
E 115 St & Lexington Ave,Customer,81,1085292,4584.393835616438,4015929,876,1954,2003,40.797911,-73.9423
E 115 St & Lexington Ave,Subscriber,61,481555,839.6887058823529,7137354,8500,1931,2003,40.797911,-73.9423
E 115 St & Madison Ave,Customer,69,591213,2822.9103690685415,1606236,569,1956,2003,40.7989445,-73.944846
E 115 St & Madison Ave,Subscriber,61,198960,790.7995448179272,4517047,5712,1942,2003,40.7989445,-73.944846
E 116 St & 2 Ave,Customer,74,259262,2322.4276923076923,1509578,650,1948,2003,40.796879,-73.93726099999999
E 116 St & 2 Ave,Subscriber,61,25873,802.7027830890164,3778322,4707,1939,2003,40.796879,-73.93726099999999
E 118 St & 1 Ave,Customer,62,133019,1912.630602782071,1237472,647,1953,2001,40.797470000000004,-73.93504
E 118 St & 1 Ave,Subscriber,64,248223,846.1040537051381,6553922,7746,1945,2002,40.797470000000004,-73.93504
E 118 St & 3 Ave,Customer,61,523782,2650.555424528302,2247671,848,1955,2002,40.799139000000004,-73.9389152
E 118 St & 3 Ave,Subscriber,61,306024,760.8097745375995,5635318,7407,1937,2002,40.799139000000004,-73.9389152
E 118 St & Madison Ave,Customer,119,1864241,9028.487758945386,4794127,531,1964,2002,40.801486600000004,-73.9442507
E 118 St & Madison Ave,Subscriber,61,157500,679.9033075089392,4563511,6712,1936,2002,40.801486600000004,-73.9442507
E 118 St & Park Ave,Customer,74,245395,2016.0998080614204,1050388,521,1955,2002,40.8005385,-73.9419949
E 118 St & Park Ave,Subscriber,63,209449,887.6860962566844,3319946,3740,1943,2001,40.8005385,-73.9419949
E 12 St & 3 Ave,Customer,61,468247,1435.4421857923496,6567148,4575,1932,2003,40.73223272,-73.98889957
E 12 St & 3 Ave,Subscriber,61,152830,635.0974822974036,24216267,38130,1889,2003,40.73223272,-73.98889957
E 12 St & 4 Av,Customer,62,270814,1190.0078554595443,4544640,3819,1945,2003,40.732690000000005,-73.98974
E 12 St & 4 Av,Subscriber,61,165095,638.7554605546774,17780397,27836,1890,2003,40.732690000000005,-73.98974
E 123 St & Lexington Ave,Customer,74,241321,2770.0499219968797,1775602,641,1948,2003,40.802926299999996,-73.9379
E 123 St & Lexington Ave,Subscriber,61,540548,785.1702357109845,5096540,6491,1936,2002,40.802926299999996,-73.9379
E 128 St & Madison Ave,Customer,65,1369300,9992.739130434782,6894990,690,1951,2002,40.807559999999995,-73.93918199999999
E 128 St & Madison Ave,Subscriber,62,528321,917.7001148985063,4792230,5222,1947,2001,40.807559999999995,-73.93918199999999
