hour_of_day,date,gender,tripduration_min,tripduration_max,tripduration_mean,tripduration_sum,tripduration_count
09,2019-06-30,0,92,169185,1900.2453531598512,511166,269
09,2019-06-30,1,61,24242,856.8549323017409,1328982,1551
09,2019-06-30,2,92,11010,1002.67950310559,807157,805
09,2019-07-01,0,120,26016,1323.5169491525423,312350,236
09,2019-07-01,1,65,40738,771.2748433303492,2584542,3351
09,2019-07-01,2,69,29573,908.8466257668712,1185136,1304
09,2019-07-02,0,68,12148,1122.908,280727,250
09,2019-07-02,1,62,116067,753.4461200987113,2747818,3647
09,2019-07-02,2,65,29175,913.3611500701262,1302453,1426
09,2019-07-03,0,77,978560,4830.245353159851,1299336,269
09,2019-07-03,1,62,21501,700.1032878411911,2257133,3224
09,2019-07-03,2,69,21416,828.967689822294,1026262,1238
09,2019-07-04,0,144,54942,2912.3623188405795,602859,207
09,2019-07-04,1,61,26674,793.4075907590759,961610,1212
09,2019-07-04,2,62,7739,914.3608695652174,630909,690
09,2019-07-05,0,64,12840,1496.2407407407406,403985,270
09,2019-07-05,1,61,12116,727.6561954624782,1250841,1719
09,2019-07-05,2,65,216136,1135.4202702702703,840211,740
09,2019-07-06,0,141,11779,1491.5584905660378,395263,265
09,2019-07-06,1,65,417618,1132.9450714823176,1505684,1329
09,2019-07-06,2,65,5749,843.4876273653566,579476,687
09,2019-07-07,0,101,81191,1617.7575757575758,373702,231
09,2019-07-07,1,66,13304,781.6731078904992,970838,1242
09,2019-07-07,2,65,6867,848.9806547619048,570515,672
09,2019-07-08,0,164,466429,4444.311594202899,613315,138
09,2019-07-08,1,63,23435,680.6398520573277,1472224,2163
09,2019-07-08,2,74,29546,800.8927097661623,582249,727
09,2019-07-09,0,63,12707,1294.3204633204634,335229,259
09,2019-07-09,1,62,86016,744.1986118526428,2787768,3746
09,2019-07-09,2,72,1154490,1806.3991683991685,2606634,1443
09,2019-07-10,0,86,7867,1208.4358974358975,329903,273
09,2019-07-10,1,62,96589,770.0940620073568,2930978,3806
09,2019-07-10,2,62,11024,854.397842211733,1267072,1483
09,2019-07-11,0,69,36474,1304.861111111111,281850,216
09,2019-07-11,1,66,26589,710.5386565272497,2803075,3945
09,2019-07-11,2,62,9634,840.921834625323,1301747,1548
09,2019-07-12,0,116,342570,2783.329268292683,684699,246
09,2019-07-12,1,62,26702,770.3303074670571,2630678,3415
09,2019-07-12,2,70,17724,906.0331790123457,1174219,1296
09,2019-07-13,0,102,89228,2344.0845588235293,637591,272
09,2019-07-13,1,72,301716,926.1325662831416,1851339,1999
09,2019-07-13,2,66,9776,921.3184647302904,888151,964
09,2019-07-14,0,112,13077,1612.7940074906367,430616,267
09,2019-07-14,1,61,24622,796.6433898305085,1175049,1475
09,2019-07-14,2,85,25963,951.8696741854636,759592,798
09,2019-07-15,0,134,13767,1281.7644628099174,310187,242
09,2019-07-15,1,66,32561,759.2495190986534,2762909,3639
09,2019-07-15,2,62,19695,898.3258594917788,1201960,1338
09,2019-07-16,0,64,149952,1823.7528957528957,472352,259
09,2019-07-16,1,64,31634,728.2386079118678,2908585,3994
09,2019-07-16,2,71,34006,874.2715231788079,1320150,1510
09,2019-07-17,0,103,16116,1188.7564102564102,278169,234
09,2019-07-17,1,69,18288,709.9458268532918,2738971,3858
09,2019-07-17,2,64,1123826,1596.988443235894,2349170,1471
09,2019-07-18,0,84,3005,735.7313432835821,49294,67
09,2019-07-18,1,70,374555,844.9402143260012,1498079,1773
09,2019-07-18,2,61,15571,704.1487455197133,392915,558
09,2019-07-19,0,74,39587,1638.2331081081081,484917,296
09,2019-07-19,1,62,60104,722.9389905712701,2606918,3606
09,2019-07-19,2,75,25790,848.950288184438,1178343,1388
09,2019-07-20,0,106,27869,1448.6851851851852,391145,270
09,2019-07-20,1,61,18169,735.9210850801479,1193664,1622
09,2019-07-20,2,68,47514,949.2844611528822,757529,798
09,2019-07-21,0,73,7782,1395.8522167487686,283358,203
09,2019-07-21,1,67,27147,797.0969793322735,1002748,1258
09,2019-07-21,2,67,7462,876.996705107084,532337,607
09,2019-07-22,0,69,21917,1370.3115577889448,272692,199
09,2019-07-22,1,70,142377,755.8018446890807,2540250,3361
09,2019-07-22,2,77,8281,821.3827751196172,1030014,1254
09,2019-07-23,0,87,4961,985.8942307692307,205066,208
09,2019-07-23,1,63,17699,674.4532353772252,2386890,3539
09,2019-07-23,2,61,41479,783.4099173553719,947926,1210
09,2019-07-24,0,77,12731,1084.7301587301588,273352,252
09,2019-07-24,1,63,24071,729.6934362934363,2834859,3885
09,2019-07-24,2,64,4366,832.786308381318,1301645,1563
09,2019-07-25,0,87,30549,1242.0542635658915,320450,258
09,2019-07-25,1,61,132747,768.0498084291188,3006915,3915
09,2019-07-25,2,76,73890,903.6868131868132,1315768,1456
09,2019-07-26,0,75,26485,1159.023890784983,339594,293
09,2019-07-26,1,63,23531,727.6001088139282,2674658,3676
09,2019-07-26,2,61,25582,884.175306957708,1296201,1466
09,2019-07-27,0,62,245984,2581.9615384615386,671310,260
09,2019-07-27,1,65,19510,797.1597989949748,1586348,1990
09,2019-07-27,2,72,12322,874.844398340249,843350,964
09,2019-07-28,0,82,6671,1313.8875502008032,327158,249
09,2019-07-28,1,63,13694,790.3998699609883,1215635,1538
09,2019-07-28,2,75,7759,903.8207317073171,741133,820
09,2019-07-29,0,68,132711,1763.2844444444445,396739,225
09,2019-07-29,1,62,26898,709.5434017595308,2419543,3410
09,2019-07-29,2,61,198018,1004.1344211344211,1292321,1287
09,2019-07-30,0,90,29398,1175.4788135593221,277413,236
09,2019-07-30,1,63,33323,696.2398406374502,2621343,3765
09,2019-07-30,2,65,12926,795.067784765898,1137742,1431
09,2019-07-31,0,119,338272,3587.9625468164795,957986,267
09,2019-07-31,1,61,120968,743.459173126615,2877187,3870
09,2019-07-31,2,67,33960,875.4141616566466,1310495,1497
09,2019-08-01,0,88,9251,1223.0645161290322,303320,248
09,2019-08-01,1,61,29776,724.7957435764339,2792638,3853
09,2019-08-01,2,65,23665,844.853624208304,1200537,1421
09,2019-08-02,0,69,5540,1059.9810606060605,279835,264
09,2019-08-02,1,63,7341,717.3042168674699,2619595,3652
09,2019-08-02,2,62,13957,829.0975778546713,1198046,1445
09,2019-08-03,0,72,12851,1668.2733050847457,787425,472
09,2019-08-03,1,61,17301,921.8467055132228,2056640,2231
09,2019-08-03,2,84,11690,1033.868923611111,1191017,1152
09,2019-08-04,0,62,51597,1583.1215277777778,455939,288
09,2019-08-04,1,61,11676,847.295873015873,1334491,1575
09,2019-08-04,2,62,6880,915.8941326530612,718061,784
09,2019-08-05,0,66,700438,3755.0249110320283,1055162,281
09,2019-08-05,1,64,31546,766.9626062322947,2707378,3530
09,2019-08-05,2,65,557854,1297.6504188880426,1703815,1313
09,2019-08-06,0,64,17026,1367.20703125,350005,256
09,2019-08-06,1,61,33137,716.0519250253293,2826973,3948
09,2019-08-06,2,64,29650,859.6507503410642,1260248,1466
09,2019-08-07,0,64,516171,3742.0912408759123,1025333,274
09,2019-08-07,1,61,101939,726.6935843448105,2933662,4037
09,2019-08-07,2,65,27661,814.2136578769439,1204222,1479
09,2019-08-08,0,65,32198,1392.5836734693878,341183,245
09,2019-08-08,1,63,28081,742.5642056880207,2584866,3481
09,2019-08-08,2,61,6913,860.4782270606532,1106575,1286
09,2019-08-09,0,104,22629,1570.9440789473683,477567,304
09,2019-08-09,1,61,21902,730.7746666666667,2740405,3750
09,2019-08-09,2,73,19353,830.4881033310674,1221648,1471
09,2019-08-10,0,73,16024,1774.7468581687613,988534,557
09,2019-08-10,1,61,15614,936.2317336792045,2165504,2313
09,2019-08-10,2,68,12356,1121.475572519084,1469133,1310
09,2019-08-11,0,81,23194,1551.5647840531562,467021,301
09,2019-08-11,1,67,20106,859.5034353529045,1376065,1601
09,2019-08-11,2,62,11766,919.1446613088405,800575,871
09,2019-08-12,0,126,30759,1348.5827338129495,374906,278
09,2019-08-12,1,65,21987,748.5913669064748,2601355,3475
09,2019-08-12,2,61,1161008,1822.3184615384616,2369014,1300
09,2019-08-13,0,75,12863,1010.2200772200772,261647,259
09,2019-08-13,1,62,9166,693.7507731958763,2691753,3880
09,2019-08-13,2,61,5695,788.3111263736264,1147781,1456
09,2019-08-14,0,65,5385,1018.2178571428572,285101,280
09,2019-08-14,1,61,10456,696.6843487394958,2652974,3808
09,2019-08-14,2,63,17116,804.5637355146557,1180295,1467
09,2019-08-15,0,67,9094,1097.8988764044943,293139,267
09,2019-08-15,1,61,194567,761.6374552887072,2981049,3914
09,2019-08-15,2,72,5779,832.7945113788487,1244195,1494
09,2019-08-16,0,65,18905,1403.9667774086379,422594,301
09,2019-08-16,1,63,17718,718.6807650862069,2667743,3712
09,2019-08-16,2,79,26885,845.9205298013245,1277340,1510
09,2019-08-17,0,62,537405,2738.1785714285716,1456711,532
09,2019-08-17,1,61,134794,1029.204895738894,2270426,2206
09,2019-08-17,2,69,613907,1799.7045813586099,2278426,1266
09,2019-08-18,0,67,47625,1501.8588235294117,510632,340
09,2019-08-18,1,65,9187,808.1718528995757,1142755,1414
09,2019-08-18,2,61,14747,929.1083437110834,746074,803
09,2019-08-19,0,68,7758,1161.5070422535211,247401,213
09,2019-08-19,1,66,25702,722.7879647132955,2294129,3174
09,2019-08-19,2,67,33049,869.9285714285714,1023036,1176
09,2019-08-20,0,109,32321,1383.668049792531,333464,241
09,2019-08-20,1,62,12207,705.3689032605766,2617624,3711
09,2019-08-20,2,64,12661,795.8991257565568,1183502,1487
09,2019-08-21,0,85,4001,1052.4761904761904,287326,273
09,2019-08-21,1,62,90523,730.7127602776295,2737250,3746
09,2019-08-21,2,61,5840,783.883785664579,1126441,1437
09,2019-08-22,0,104,143956,2070.9897959183672,405914,196
09,2019-08-22,1,61,6279,704.1644313304721,2625125,3728
09,2019-08-22,2,67,6862,821.1726361031518,1146357,1396
09,2019-08-23,0,148,9040,977.7763157894736,74311,76
09,2019-08-23,1,61,3309,582.2672064777328,719100,1235
09,2019-08-23,2,61,3433,653.1876675603218,243639,373
09,2019-08-24,0,73,5738,1259.9014598540145,345213,274
09,2019-08-24,1,65,14488,804.2310488058151,1548949,1926
09,2019-08-24,2,64,10387,929.7077577045696,874855,941
09,2019-08-25,0,62,12798,1561.4021352313168,438754,281
09,2019-08-25,1,63,29516,832.1836596893991,1232464,1481
09,2019-08-25,2,65,29283,934.9632606199771,814353,871
09,2019-08-26,0,83,4553,1039.1800947867298,219267,211
09,2019-08-26,1,62,176174,782.8677926616191,2688368,3434
09,2019-08-26,2,72,22981,860.4842186297152,1117769,1299
09,2019-08-27,0,66,23240,1136.3469387755101,278405,245
09,2019-08-27,1,66,32360,725.0461139896373,2798678,3860
09,2019-08-27,2,76,18056,860.0271523178808,1298641,1510
09,2019-08-28,0,70,5169,1027.2988047808765,257852,251
09,2019-08-28,1,61,13453,702.6788918205805,2663153,3790
09,2019-08-28,2,65,25111,824.8817480719795,1283516,1556
09,2019-08-29,0,66,12375,1091.9488372093024,234769,215
09,2019-08-29,1,63,24449,741.4243087872981,2708423,3653
09,2019-08-29,2,71,7066,836.2493206521739,1230959,1472
09,2019-08-30,0,62,12499,1120.8146718146718,290291,259
09,2019-08-30,1,61,35777,742.0612557427258,2422830,3265
09,2019-08-30,2,63,15566,834.1815286624204,1047732,1256
09,2019-08-31,0,88,18704,1642.2108626198083,514012,313
09,2019-08-31,1,63,8562,771.4201474201474,1255872,1628
09,2019-08-31,2,69,15105,950.5955334987593,766180,806
09,2019-09-01,0,123,30536,1726.505415162455,478242,277
09,2019-09-01,1,62,12403,857.7971872686899,1158884,1351
09,2019-09-01,2,68,12371,969.5014450867052,670895,692
09,2019-09-02,0,70,13244,1504.2986577181207,448281,298
09,2019-09-02,1,61,5311,787.7970430107526,1172242,1488
09,2019-09-02,2,61,1486782,2832.566037735849,2251890,795
09,2019-09-03,0,68,7366,1070.7099567099567,247334,231
09,2019-09-03,1,62,40931,768.3112068965518,2673723,3480
09,2019-09-03,2,98,16491,885.864238410596,1070124,1208
09,2019-09-04,0,92,819503,6889.5511811023625,1749946,254
09,2019-09-04,1,69,24569,727.1682151589242,2974118,4090
09,2019-09-04,2,64,12428,839.5039735099338,1267651,1510
09,2019-09-05,0,104,20580,1164.4492753623188,321388,276
09,2019-09-05,1,64,8444,701.0193965517242,2927457,4176
09,2019-09-05,2,67,12024,823.2881144990666,1323024,1607
09,2019-09-06,0,66,12555,997.00826446281,241276,242
09,2019-09-06,1,64,34444,723.473836444912,2751371,3803
09,2019-09-06,2,61,44988,813.3387533875339,1200488,1476
09,2019-09-07,0,67,21926,1580.5204081632653,464673,294
09,2019-09-07,1,62,1551683,1521.4398301085419,3223931,2119
09,2019-09-07,2,72,13219,907.5693296602387,988343,1089
09,2019-09-08,0,68,21486,1307.1904761904761,356863,273
09,2019-09-08,1,61,23488,814.0438496583143,1429461,1756
09,2019-09-08,2,67,7438,840.8985667034178,762695,907
09,2019-09-09,0,70,12866,1253.594017094017,293341,234
09,2019-09-09,1,61,26661,796.1284557386205,2850936,3581
09,2019-09-09,2,83,36803,948.4610639938319,1230154,1297
09,2019-09-10,0,68,32654,1266.334693877551,310252,245
09,2019-09-10,1,61,468247,837.141935483871,3373682,4030
09,2019-09-10,2,66,20291,791.2466367713005,1235136,1561
09,2019-09-11,0,112,8390,1193.7870036101083,330679,277
09,2019-09-11,1,62,36457,725.7415048543689,2990055,4120
09,2019-09-11,2,79,200468,1099.6919642857142,1724317,1568
09,2019-09-12,0,75,344676,3820.8270042194094,905536,237
09,2019-09-12,1,62,82585,741.6626565185367,3020792,4073
09,2019-09-12,2,61,3671,792.5510597302505,1234002,1557
09,2019-09-13,0,68,147265,1687.4812030075188,448870,266
09,2019-09-13,1,62,12800,740.7196237261562,2834734,3827
09,2019-09-13,2,68,13180,838.1660947151681,1221208,1457
09,2019-09-14,0,119,23389,1416.374213836478,450407,318
09,2019-09-14,1,62,12546,784.5986748698533,1657857,2113
09,2019-09-14,2,64,8484,849.4579358196011,979425,1153
09,2019-09-15,0,65,10088,1553.0716417910448,520279,335
09,2019-09-15,1,72,10337,840.8548931383577,1495040,1778
09,2019-09-15,2,64,10644,926.6348012889366,862697,931
09,2019-09-16,0,71,4977,1063.575,255258,240
09,2019-09-16,1,61,1744036,1251.3084855627578,4246941,3394
09,2019-09-16,2,69,366911,1134.1948558067031,1455172,1283
09,2019-09-17,0,105,7906,1204.4295302013422,358920,298
09,2019-09-17,1,61,41876,740.3999525841631,3123007,4218
09,2019-09-17,2,66,21347,867.9770253929867,1435634,1654
09,2019-09-18,0,64,20563,1106.492700729927,303179,274
09,2019-09-18,1,62,15552,732.4629629629629,3085134,4212
09,2019-09-18,2,77,14036,829.3169993950394,1370861,1653
09,2019-09-19,0,81,25936,1301.158273381295,361722,278
09,2019-09-19,1,62,625845,852.7797017797018,3545858,4158
09,2019-09-19,2,66,34513,830.9324894514768,1378517,1659
09,2019-09-20,0,84,12958,1167.0836363636363,320948,275
09,2019-09-20,1,61,17284,739.0344163658243,3070688,4155
09,2019-09-20,2,64,20722,838.2413381123058,1403216,1674
09,2019-09-21,0,67,27406,1678.8376623376623,517082,308
09,2019-09-21,1,62,23782,833.8233799237611,1968657,2361
09,2019-09-21,2,63,12214,929.3130769230769,1208107,1300
09,2019-09-22,0,115,11366,1431.5366666666666,429461,300
09,2019-09-22,1,74,25606,865.9096809085993,1601067,1849
09,2019-09-22,2,69,8062,883.6861167002012,878384,994
09,2019-09-23,0,66,43781,1530.60553633218,442345,289
09,2019-09-23,1,69,452205,926.9086473298997,3419366,3689
09,2019-09-23,2,61,28981,942.1926605504588,1335087,1417
09,2019-09-24,0,67,13671,1212.077441077441,359987,297
09,2019-09-24,1,63,23816,758.5354220247838,3244256,4277
09,2019-09-24,2,79,43690,866.3267326732673,1399984,1616
09,2019-09-25,0,92,19347,1215.2737226277372,332985,274
09,2019-09-25,1,61,20160,732.3778509287562,3114803,4253
09,2019-09-25,2,73,16087,857.9696261682243,1468844,1712
09,2019-09-26,0,61,10352,1079.529197080292,295791,274
09,2019-09-26,1,61,9358,753.7223867000683,3309595,4391
09,2019-09-26,2,75,16955,829.067726737338,1407757,1698
09,2019-09-27,0,87,9652,1124.8513931888544,363327,323
09,2019-09-27,1,64,374005,838.7204457364342,3462238,4128
09,2019-09-27,2,67,28939,863.7588126159554,1396698,1617
09,2019-09-28,0,68,159956,2011.131736526946,671718,334
09,2019-09-28,1,61,22986,822.5743389683572,1897679,2307
09,2019-09-28,2,64,14772,914.6598465473146,1072896,1173
09,2019-09-29,0,63,55628,1894.3038674033148,685738,362
09,2019-09-29,1,62,14491,795.678878076703,1390051,1747
09,2019-09-29,2,62,13258,870.3507214206437,784186,901
09,2019-09-30,0,97,18154,1179.0206611570247,285323,242
09,2019-09-30,1,63,600844,920.2852949809217,3135412,3407
09,2019-09-30,2,69,26426,809.8236590742101,1102170,1361
09,2019-10-01,0,83,7409,1105.5811320754717,292979,265
09,2019-10-01,1,68,187924,789.444416498994,3138831,3976
09,2019-10-01,2,66,117468,961.7588383838383,1523426,1584
09,2019-10-02,0,126,8113,1102.2599277978338,305326,277
09,2019-10-02,1,63,19462,711.451817116061,3034342,4265
09,2019-10-02,2,61,728342,1238.6646884272998,2087150,1685
09,2019-10-03,0,189,2585,724.1111111111111,58653,81
09,2019-10-03,1,61,11894,611.0307125307125,994758,1628
09,2019-10-03,2,103,3800,675.0976138828634,311220,461
09,2019-10-04,0,86,194309,1893.3405017921148,528242,279
09,2019-10-04,1,66,27996,716.1525918715016,2942671,4109
09,2019-10-04,2,64,10404,824.6651524983777,1270809,1541
09,2019-10-05,0,123,6952,1166.2801556420234,299734,257
09,2019-10-05,1,62,13378,714.828967642527,1391772,1947
09,2019-10-05,2,68,11850,771.5704433497536,783144,1015
09,2019-10-06,0,69,7016,1401.9795918367347,343485,245
09,2019-10-06,1,61,12405,730.862571247625,1154032,1579
09,2019-10-06,2,70,84997,1015.1444866920152,800949,789
09,2019-10-07,0,76,30799,1191.8498023715415,301538,253
09,2019-10-07,1,65,23829,721.8613941018767,2692543,3730
09,2019-10-07,2,65,20393,873.2368784530387,1264447,1448
09,2019-10-08,0,92,86487,1320.4045801526718,345946,262
09,2019-10-08,1,64,16681,698.9664528860385,2833610,4054
09,2019-10-08,2,65,13012,800.865721997301,1186883,1482
09,2019-10-09,0,61,3069,727.6827586206897,105514,145
09,2019-10-09,1,61,34482,613.517217630854,1781654,2904
09,2019-10-09,2,61,31883,750.3112195121951,769069,1025
09,2019-10-10,0,73,12465,1229.1771217712178,333107,271
09,2019-10-10,1,62,31575,691.2762116716123,2795521,4044
09,2019-10-10,2,62,11572,796.6338870431894,1198934,1505
09,2019-10-11,0,129,8762,1198.4747081712062,308008,257
09,2019-10-11,1,61,38363,681.0078880407125,2676361,3930
09,2019-10-11,2,67,93144,836.4085808580858,1267159,1515
09,2019-10-12,0,107,12448,1414.054054054054,418560,296
09,2019-10-12,1,61,8381,724.8932554434413,1364974,1883
09,2019-10-12,2,100,34722,883.4518201284797,825144,934
09,2019-10-13,0,91,25459,1726.0252365930598,547150,317
09,2019-10-13,1,63,9886,769.2676151761517,1135439,1476
09,2019-10-13,2,61,777894,1833.645283018868,1457748,795
09,2019-10-14,0,95,27136,1444.0343642611683,420214,291
09,2019-10-14,1,62,25735,707.1241569589209,2306639,3262
09,2019-10-14,2,61,26585,837.3605919003115,1075171,1284
09,2019-10-15,0,74,7685,1099.1101694915253,259390,236
09,2019-10-15,1,63,304239,797.2089365951074,3193619,4006
09,2019-10-15,2,75,23169,846.9781456953642,1278937,1510
09,2019-10-16,0,98,9469,1151.0398230088495,260135,226
09,2019-10-16,1,63,450410,818.6654632972322,3401555,4155
09,2019-10-16,2,65,6620,782.7409713574098,1257082,1606
09,2019-10-17,0,123,13841,1293.1863354037266,208203,161
09,2019-10-17,1,71,1247485,1239.8774289985051,4147390,3345
09,2019-10-17,2,66,103860,964.0371352785146,1090326,1131
09,2019-10-18,0,63,8131,1081.9681818181818,238033,220
09,2019-10-18,1,67,8569,677.0525736306083,2459732,3633
09,2019-10-18,2,71,8445,779.0890566037735,1032293,1325
09,2019-10-19,0,77,20665,1464.4514925373135,392473,268
09,2019-10-19,1,62,13098,700.1550025920166,1350599,1929
09,2019-10-19,2,66,17233,833.6794208893485,806168,967
09,2019-10-20,0,64,67424,1804.1829268292684,443829,246
09,2019-10-20,1,68,104630,795.9993489583334,1222655,1536
09,2019-10-20,2,66,6495,856.8777923784494,652084,761
09,2019-10-21,0,70,7326,1212.1699604743083,306679,253
09,2019-10-21,1,61,32023,740.3912295786758,2583225,3489
09,2019-10-21,2,61,4289,845.3374816983894,1154731,1366
09,2019-10-22,0,69,21799,1408.6038461538462,366237,260
09,2019-10-22,1,65,18447,710.389751552795,2744946,3864
09,2019-10-22,2,61,23517,794.0844884488449,1203038,1515
09,2019-10-23,0,82,40401,1408.9311594202898,388865,276
09,2019-10-23,1,64,108804,843.8535809018567,3181328,3770
09,2019-10-23,2,61,91049,965.1758620689656,1399505,1450
09,2019-10-24,0,77,26594,1381.621722846442,368893,267
09,2019-10-24,1,63,26898,719.1357715430862,2870790,3992
09,2019-10-24,2,61,30713,867.0958815958816,1347467,1554
09,2019-10-25,0,64,17738,1218.1946308724832,363022,298
09,2019-10-25,1,61,15631,705.4551298534327,2743515,3889
09,2019-10-25,2,63,549191,1139.3016393442622,1737435,1525
09,2019-10-26,0,100,12654,1554.2147887323943,441397,284
09,2019-10-26,1,65,10706,737.4290139390811,1428400,1937
09,2019-10-26,2,68,18590,824.0703666997027,831487,1009
09,2019-10-27,0,218,2790,963.3684210526316,18304,19
09,2019-10-27,1,93,4299,597.0708661417323,227484,381
09,2019-10-27,2,83,2085,561.5562130177515,94903,169
09,2019-10-28,0,102,22640,1312.1348684210527,398889,304
09,2019-10-28,1,62,26855,758.329180509413,2739085,3612
09,2019-10-28,2,70,10981,858.4733044733044,1189844,1386
09,2019-10-29,0,94,8742,987.4569892473119,183667,186
09,2019-10-29,1,62,127047,709.0041084634347,2588574,3651
09,2019-10-29,2,88,11800,762.4722627737226,1044587,1370
09,2019-10-30,0,126,8467,1018.515625,195555,192
09,2019-10-30,1,61,6447,692.0939925265881,2407795,3479
09,2019-10-30,2,82,21215,837.0742857142857,1025416,1225
09,2019-10-31,0,117,5174,894.967032967033,81442,91
09,2019-10-31,1,61,7355,598.6159718144451,1019443,1703
09,2019-10-31,2,77,40401,744.1409001956947,380256,511
09,2019-11-01,0,144,17066,1177.2794759825329,269597,229
09,2019-11-01,1,63,11614,669.6368593238823,2456228,3668
09,2019-11-01,2,69,9320,765.6820241691843,1013763,1324
09,2019-11-02,0,84,7899,1531.9811320754718,324780,212
09,2019-11-02,1,61,22779,708.7926054303871,1226920,1731
09,2019-11-02,2,68,9474,847.9638118214716,702962,829
09,2019-11-03,0,88,14352,1580.5869565217392,363535,230
09,2019-11-03,1,65,12461,764.534504391468,1218668,1594
09,2019-11-03,2,65,21055,1008.7265060240964,837243,830
09,2019-11-04,0,74,14732,1414.3478260869565,390360,276
09,2019-11-04,1,61,13702,712.6295091661739,2410113,3382
09,2019-11-04,2,68,28657,854.2228390166534,1077175,1261
09,2019-11-05,0,101,7272,1092.5741626794259,228348,209
09,2019-11-05,1,61,5087,687.1299945265463,2510773,3654
09,2019-11-05,2,67,7334,756.5759539236861,1050884,1389
09,2019-11-06,0,109,36648,1111.3221153846155,231155,208
09,2019-11-06,1,61,108300,719.6492046077893,2623841,3646
09,2019-11-06,2,77,34334,823.4222549742078,1117384,1357
09,2019-11-07,0,128,5468,904.8483412322275,190923,211
09,2019-11-07,1,64,28478,690.230198019802,2509677,3636
09,2019-11-07,2,68,15529,776.8996389891697,1076006,1385
09,2019-11-08,0,106,12598,988.75625,158201,160
09,2019-11-08,1,61,15961,684.5720598232494,2014011,2942
09,2019-11-08,2,65,27278,837.6714801444043,928140,1108
09,2019-11-09,0,107,11982,1398.4591194968552,222355,159
09,2019-11-09,1,65,1058971,1419.5498857578066,1863869,1313
09,2019-11-09,2,63,7396,734.6793313069909,483419,658
09,2019-11-10,0,97,6409,1229.1818181818182,189294,154
09,2019-11-10,1,67,8799,690.7088495575222,780501,1130
09,2019-11-10,2,67,13742,788.2294807370184,470573,597
09,2019-11-11,0,144,21878,1281.7927461139896,247386,193
09,2019-11-11,1,61,12023,783.2185325743201,2476537,3162
09,2019-11-11,2,77,276767,1139.6022241231822,1332195,1169
09,2019-11-12,0,157,3181,776.1506849315068,56659,73
09,2019-11-12,1,66,3484,593.0560206052801,921016,1553
09,2019-11-12,2,74,22481,711.5842217484009,333733,469
09,2019-11-13,0,164,26400,1081.2178217821781,109203,101
09,2019-11-13,1,62,3867,614.2758051197358,1487776,2422
09,2019-11-13,2,89,5810,705.9220125786163,561208,795
09,2019-11-14,0,61,8643,816.3286713286714,116735,143
09,2019-11-14,1,62,63633,660.9475083056478,1989452,3010
09,2019-11-14,2,91,18626,741.9874759152216,770183,1038
09,2019-11-15,0,130,7174,780.6456692913385,99142,127
09,2019-11-15,1,64,9618,646.8597599494631,2047958,3166
09,2019-11-15,2,65,178345,904.1651624548737,1001815,1108
09,2019-11-16,0,114,3230,953.544,119193,125
09,2019-11-16,1,66,8567,624.8841413311421,760484,1217
09,2019-11-16,2,75,16574,691.5190082644629,418369,605
09,2019-11-17,0,75,33695,1599.482456140351,182341,114
09,2019-11-17,1,66,30317,675.9443861490031,644175,953
09,2019-11-17,2,74,7906,682.0477223427332,314424,461
09,2019-11-18,0,159,4754,950.5784313725491,96959,102
09,2019-11-18,1,63,12275,661.2578775805868,1825733,2761
09,2019-11-18,2,82,3613,728.804721030043,679246,932
09,2019-11-19,0,131,3410,840.2,105025,125
09,2019-11-19,1,69,100918,751.9715500327011,2299529,3058
09,2019-11-19,2,61,33926,856.0495327102803,915973,1070
09,2019-11-20,0,135,4495,809.2428571428571,113294,140
09,2019-11-20,1,67,33108,681.473076923077,2126196,3120
09,2019-11-20,2,61,67464,776.6412639405205,835666,1076
09,2019-11-21,0,116,11218,1042.6759776536312,186639,179
09,2019-11-21,1,63,32102,682.801443001443,2365907,3465
09,2019-11-21,2,76,28865,805.5726004922067,981993,1219
09,2019-11-22,0,109,14337,1029.6373626373627,187394,182
09,2019-11-22,1,64,20815,671.2717800289436,2319244,3455
09,2019-11-22,2,61,23323,778.1639741518578,963367,1238
09,2019-11-23,0,148,7443,1186.1615384615384,154201,130
09,2019-11-23,1,64,64696,708.7518518518518,956815,1350
09,2019-11-23,2,82,14454,751.8084772370487,478902,637
09,2019-11-24,0,126,3145,760.047619047619,15961,21
09,2019-11-24,1,69,5383,542.1666666666666,227710,420
09,2019-11-24,2,70,1803,484.77358490566036,77079,159
09,2019-11-25,0,70,2975,854.2797202797203,122162,143
09,2019-11-25,1,62,14829,697.0719947159841,2110734,3028
09,2019-11-25,2,70,5857,778.3908826382153,802521,1031
09,2019-11-26,0,83,6745,1246.653409090909,219411,176
09,2019-11-26,1,61,13861,695.0925309948594,2298671,3307
09,2019-11-26,2,61,6161,796.8341968911917,922734,1158
09,2019-11-27,0,110,4779,965.828025477707,151635,157
09,2019-11-27,1,65,9887,660.1342782543827,1769820,2681
09,2019-11-27,2,76,24358,762.2831765935214,729505,957
09,2019-11-28,0,71,5886,1142.7857142857142,79995,70
09,2019-11-28,1,63,187883,926.9849726775956,678553,732
09,2019-11-28,2,69,10091,783.6685878962536,271933,347
09,2019-11-29,0,144,5826,1145.2380952380952,72150,63
09,2019-11-29,1,62,4056,586.855198019802,474179,808
09,2019-11-29,2,75,3082,686.5987654320987,222458,324
09,2019-11-30,0,121,126426,3099.3333333333335,195258,63
09,2019-11-30,1,63,6606,611.9132075471698,486471,795
