hour_of_day,date,gender,tripduration_min,tripduration_max,tripduration_mean,tripduration_sum,tripduration_count
04,2019-08-14,2,118,1958,725.8148148148148,19597,27
04,2019-08-15,0,120,5890,1740.4615384615386,22626,13
04,2019-08-15,1,61,3460,702.9090909090909,92784,132
04,2019-08-15,2,221,2202,866.9545454545455,19073,22
04,2019-08-16,0,239,2937,993.3125,15893,16
04,2019-08-16,1,61,2453,658.2714285714286,92158,140
04,2019-08-16,2,246,3470,877.3461538461538,22811,26
04,2019-08-17,0,397,9859,1559.5333333333333,23393,15
04,2019-08-17,1,78,3419,771.1328125,98705,128
04,2019-08-17,2,62,2248,862.4615384615385,22424,26
04,2019-08-18,0,96,5146,1217.08,30427,25
04,2019-08-18,1,92,2490,695.3167701863354,111946,161
04,2019-08-18,2,212,4387,812.5882352941177,27628,34
04,2019-08-19,0,182,51145,9093.0,63651,7
04,2019-08-19,1,75,991329,10170.451923076924,1057727,104
04,2019-08-19,2,121,2886,725.6153846153846,18866,26
04,2019-08-20,0,195,1583,812.0,4060,5
04,2019-08-20,1,106,7313,657.7837837837837,73014,111
04,2019-08-20,2,148,7342,964.5238095238095,20255,21
04,2019-08-21,0,274,6264,1511.0,18132,12
04,2019-08-21,1,89,2544,699.9291338582677,88891,127
04,2019-08-21,2,152,5019,931.0344827586207,27000,29
04,2019-08-22,0,177,12862,1891.25,22695,12
04,2019-08-22,1,84,4463,673.4615384615385,87550,130
04,2019-08-22,2,103,2252,888.1724137931035,25757,29
04,2019-08-23,0,204,1390,932.0,4660,5
04,2019-08-23,1,69,2743,660.5964912280701,75308,114
04,2019-08-23,2,115,2270,582.75,16317,28
04,2019-08-24,0,75,7125,1349.878787878788,44546,33
04,2019-08-24,1,65,25369,828.5895953757225,143346,173
04,2019-08-24,2,184,1647,765.1785714285714,21425,28
04,2019-08-25,0,137,7361,1394.0,39032,28
04,2019-08-25,1,76,3261,716.2285714285714,100272,140
04,2019-08-25,2,118,6985,1258.027027027027,46547,37
04,2019-08-26,0,171,1254,734.4444444444445,6610,9
04,2019-08-26,1,79,3701,732.9893617021277,68901,94
04,2019-08-26,2,182,2072,579.3636363636364,12746,22
04,2019-08-27,0,112,2174,683.6875,10939,16
04,2019-08-27,1,102,4321,722.957264957265,84586,117
04,2019-08-27,2,97,1866,641.08,16027,25
04,2019-08-28,0,324,1589,934.5,5607,6
04,2019-08-28,1,76,5081,781.0507246376811,107785,138
04,2019-08-28,2,132,1235,593.8148148148148,16033,27
04,2019-08-29,0,174,1658,728.875,5831,8
04,2019-08-29,1,74,267573,2814.7131782945735,363098,129
04,2019-08-29,2,98,2414,685.0,18495,27
04,2019-08-30,0,290,1860,961.4166666666666,11537,12
04,2019-08-30,1,61,4390,728.4295774647887,103437,142
04,2019-08-30,2,115,2831,900.35,18007,20
04,2019-08-31,0,346,20035,2912.409090909091,64073,22
04,2019-08-31,1,61,61164,1077.3419354838709,166988,155
04,2019-08-31,2,160,2307,784.2692307692307,20391,26
04,2019-09-01,0,157,3039,1318.03125,42177,32
04,2019-09-01,1,83,12993,947.6054421768707,139298,147
04,2019-09-01,2,202,2054,856.7333333333333,25702,30
04,2019-09-02,0,202,23515,3569.103448275862,103504,29
04,2019-09-02,1,61,2624,681.479674796748,83822,123
04,2019-09-02,2,78,3835,891.1153846153846,23169,26
04,2019-09-03,0,188,1532,592.2857142857143,4146,7
04,2019-09-03,1,99,2695,674.0245901639345,82231,122
04,2019-09-03,2,129,1913,806.6111111111111,14519,18
04,2019-09-04,0,256,6662,1741.25,13930,8
04,2019-09-04,1,74,2678,713.8872180451128,94947,133
04,2019-09-04,2,143,3240,809.8461538461538,21056,26
04,2019-09-05,0,290,1521,691.4285714285714,4840,7
04,2019-09-05,1,135,2689,727.0901639344262,88705,122
04,2019-09-05,2,99,2294,793.3666666666667,23801,30
04,2019-09-06,0,186,1976,1267.5,15210,12
04,2019-09-06,1,68,2690,688.7446808510638,97113,141
04,2019-09-06,2,107,1613,832.4545454545455,18314,22
04,2019-09-07,0,275,352422,22396.612903225807,694295,31
04,2019-09-07,1,126,12300,852.5116279069767,109974,129
04,2019-09-07,2,227,1787,644.9,12898,20
04,2019-09-08,0,165,28133,1686.735294117647,57349,34
04,2019-09-08,1,81,7493,875.5542168674699,145342,166
04,2019-09-08,2,85,2495,783.1034482758621,22710,29
04,2019-09-09,0,180,819,415.4,2077,5
04,2019-09-09,1,128,6131,717.408695652174,82502,115
04,2019-09-09,2,103,1229,484.8181818181818,10666,22
04,2019-09-10,0,298,863,700.5,2802,4
04,2019-09-10,1,85,2979,701.9280575539568,97568,139
04,2019-09-10,2,99,2061,696.8709677419355,21603,31
04,2019-09-11,0,301,3015,1058.0,9522,9
04,2019-09-11,1,78,3794,689.6589147286821,88966,129
04,2019-09-11,2,110,2459,615.5714285714286,17236,28
04,2019-09-12,0,1204,2984,1908.0,9540,5
04,2019-09-12,1,87,7020,855.3450704225352,121459,142
04,2019-09-12,2,108,2819,911.7777777777778,32824,36
04,2019-09-13,0,217,5810,1441.2,14412,10
04,2019-09-13,1,99,5734,753.3333333333334,99440,132
04,2019-09-13,2,92,4215,817.2857142857143,22884,28
04,2019-09-14,0,254,49315,7781.909090909091,171202,22
04,2019-09-14,1,72,18411,846.0751445086705,146371,173
04,2019-09-14,2,133,3773,948.9512195121952,38907,41
04,2019-09-15,0,72,25453,4396.0,184632,42
04,2019-09-15,1,63,5807,774.0238095238095,130036,168
04,2019-09-15,2,94,11124,1146.7560975609756,47017,41
04,2019-09-16,0,313,6457,3228.1428571428573,45194,14
04,2019-09-16,1,118,4840,794.6923076923077,103310,130
04,2019-09-16,2,81,3155,701.4285714285714,19640,28
04,2019-09-17,0,252,4288,1510.8,15108,10
04,2019-09-17,1,98,4115,743.3928571428571,83260,112
04,2019-09-17,2,98,3249,846.90625,27101,32
04,2019-09-18,0,335,1702,1272.6666666666667,7636,6
04,2019-09-18,1,78,8825,682.75,84661,124
04,2019-09-18,2,127,2647,770.7272727272727,25434,33
04,2019-09-19,0,201,12368,1935.4,19354,10
04,2019-09-19,1,74,4465,800.0530973451328,90406,113
04,2019-09-19,2,86,9178,998.7857142857143,27966,28
04,2019-09-20,0,765,1670,1120.75,4483,4
04,2019-09-20,1,70,4156,716.3333333333334,90258,126
04,2019-09-20,2,88,2107,544.6333333333333,16339,30
04,2019-09-21,0,272,1397633,38805.13157894737,1474595,38
04,2019-09-21,1,88,36808,1037.888888888889,177479,171
04,2019-09-21,2,71,5140,911.7692307692307,23706,26
04,2019-09-22,0,420,2666,1217.8125,19485,16
04,2019-09-22,1,78,51353,1144.389534883721,196835,172
04,2019-09-22,2,110,1704,747.0512820512821,29135,39
04,2019-09-23,0,352,1810,904.9,9049,10
04,2019-09-23,1,121,6113,728.5546218487395,86698,119
04,2019-09-23,2,103,4143,748.9677419354839,23218,31
04,2019-09-24,0,338,1415,698.0,2792,4
04,2019-09-24,1,113,4938,729.6466165413534,97043,133
04,2019-09-24,2,102,3158,1015.2432432432432,37564,37
04,2019-09-25,0,330,3415,1406.111111111111,12655,9
04,2019-09-25,1,69,4910,738.5725806451613,91583,124
04,2019-09-25,2,93,3182,762.09375,24387,32
04,2019-09-26,0,196,2480,989.75,15836,16
04,2019-09-26,1,66,3399,743.2416107382551,110743,149
04,2019-09-26,2,102,37501,2211.871794871795,86263,39
04,2019-09-27,0,676,37381,5012.272727272727,55135,11
04,2019-09-27,1,67,5061,728.375,99059,136
04,2019-09-27,2,83,4667,1216.857142857143,34072,28
04,2019-09-28,0,130,235342,10877.323529411764,369829,34
04,2019-09-28,1,69,33854,903.8275862068965,157266,174
04,2019-09-28,2,110,4218,811.6315789473684,30842,38
04,2019-09-29,0,204,20032,2428.0810810810813,89839,37
04,2019-09-29,1,91,28048,986.0797872340426,185383,188
04,2019-09-29,2,123,4508,1065.857142857143,29844,28
04,2019-09-30,0,297,1554,606.5,3639,6
04,2019-09-30,1,75,6599,715.92,71592,100
04,2019-09-30,2,86,1121,486.64285714285717,13626,28
04,2019-10-01,0,252,1580,1041.5,8332,8
04,2019-10-01,1,109,4102,689.993006993007,98669,143
04,2019-10-01,2,115,2016,774.3125,24778,32
04,2019-10-02,0,167,1174,600.0,7800,13
04,2019-10-02,1,70,223190,2379.4518518518516,321226,135
04,2019-10-02,2,102,14735,1132.125,36228,32
04,2019-10-03,0,209,1551,880.0,1760,2
04,2019-10-03,1,115,7390,596.5131578947369,45335,76
04,2019-10-03,2,225,7708,1200.764705882353,20413,17
04,2019-10-04,0,442,3366,1289.25,10314,8
04,2019-10-04,1,116,16154,761.29203539823,86026,113
04,2019-10-04,2,91,2054,707.0285714285715,24746,35
04,2019-10-05,0,152,2080,1133.909090909091,12473,11
04,2019-10-05,1,82,3827,639.7849462365591,59500,93
04,2019-10-05,2,195,1793,563.0370370370371,15202,27
04,2019-10-06,0,358,4103,1350.6363636363637,29714,22
04,2019-10-06,1,91,4164,815.4868421052631,123954,152
04,2019-10-06,2,90,3046,828.0357142857143,23185,28
04,2019-10-07,0,210,280719,47453.5,284721,6
04,2019-10-07,1,80,3540,647.9626168224299,69332,107
04,2019-10-07,2,96,1594,552.2173913043479,12701,23
04,2019-10-08,0,150,1417,612.5,3675,6
04,2019-10-08,1,77,2860,622.4274193548387,77181,124
04,2019-10-08,2,92,2535,899.3214285714286,25181,28
04,2019-10-09,0,145,1519,876.1428571428571,6133,7
04,2019-10-09,1,118,3775,627.9051724137931,72837,116
04,2019-10-09,2,79,2047,695.7575757575758,22960,33
04,2019-10-10,0,267,2753,957.4285714285714,6702,7
04,2019-10-10,1,98,3641,540.7878787878788,53538,99
04,2019-10-10,2,87,6932,959.0645161290323,29731,31
04,2019-10-11,0,802,2185,1826.0,10956,6
04,2019-10-11,1,65,5237,680.6528925619834,82359,121
04,2019-10-11,2,95,1673,604.3529411764706,20548,34
04,2019-10-12,0,156,1635,1034.12,25853,25
04,2019-10-12,1,97,7704,827.2565789473684,125743,152
04,2019-10-12,2,165,2648,779.3793103448276,22602,29
04,2019-10-13,0,135,28363,3140.5806451612902,97358,31
04,2019-10-13,1,85,2889,721.75,95271,132
04,2019-10-13,2,215,1555,764.9473684210526,14534,19
04,2019-10-14,0,324,4923,2148.5,17188,8
04,2019-10-14,1,64,4902,670.1196581196581,78404,117
04,2019-10-14,2,82,1432,604.9047619047619,12703,21
04,2019-10-15,0,148,2410,795.9333333333333,11939,15
04,2019-10-15,1,105,5707,734.7102803738318,78614,107
04,2019-10-15,2,93,2344,663.2941176470588,22552,34
04,2019-10-16,0,309,1081,646.5,3879,6
04,2019-10-16,1,138,5221,830.61,83061,100
04,2019-10-16,2,99,1986,693.5666666666667,20807,30
04,2019-10-17,0,464,778,621.0,1242,2
04,2019-10-17,1,117,9737,810.0882352941177,82629,102
04,2019-10-17,2,173,1492,552.6,8289,15
04,2019-10-18,0,263,3290,1841.142857142857,12888,7
04,2019-10-18,1,77,3362,676.8828828828829,75134,111
04,2019-10-18,2,106,1905,571.8666666666667,8578,15
04,2019-10-19,0,117,2693,1214.642857142857,17005,14
04,2019-10-19,1,74,2366,656.9043478260869,75544,115
04,2019-10-19,2,208,9663,1267.8666666666666,19018,15
04,2019-10-20,0,255,488465,41556.833333333336,498682,12
04,2019-10-20,1,82,8494,836.3237410071943,116249,139
04,2019-10-20,2,82,9199,1063.2631578947369,20202,19
04,2019-10-21,0,183,1479,607.8,3039,5
04,2019-10-21,1,63,6643,698.302752293578,76115,109
04,2019-10-21,2,194,1377,611.3888888888889,11005,18
04,2019-10-22,0,127,1237,686.0,3430,5
04,2019-10-22,1,67,15442,825.5603448275862,95765,116
04,2019-10-22,2,109,2044,642.2727272727273,14130,22
04,2019-10-23,0,102,508,284.5,1138,4
04,2019-10-23,1,85,10529,859.122641509434,91067,106
04,2019-10-23,2,100,1320,597.3214285714286,16725,28
04,2019-10-24,0,291,1424,826.1,8261,10
04,2019-10-24,1,125,7729,749.6382978723404,70466,94
04,2019-10-24,2,120,2242,608.8571428571429,12786,21
04,2019-10-25,0,215,11725,1944.75,23337,12
04,2019-10-25,1,96,3374,673.1818181818181,81455,121
04,2019-10-25,2,104,1702,538.3333333333334,11305,21
04,2019-10-26,0,258,1534,633.6363636363636,6970,11
04,2019-10-26,1,70,8301,766.0445859872611,120269,157
04,2019-10-26,2,84,2716,813.4516129032259,25217,31
04,2019-10-27,0,278,4877,1167.5185185185185,31523,27
04,2019-10-27,1,94,49243,1050.3353293413174,175406,167
04,2019-10-27,2,146,3112,785.65625,25141,32
04,2019-10-28,0,265,280186,31640.444444444445,284764,9
04,2019-10-28,1,139,3234,707.39,70739,100
04,2019-10-28,2,103,2062,542.7741935483871,16826,31
04,2019-10-29,0,452,4910,2047.3333333333333,6142,3
04,2019-10-29,1,101,5353,832.7358490566038,88270,106
04,2019-10-29,2,98,1936,647.9473684210526,12311,19
04,2019-10-30,0,284,1533,759.5,3038,4
04,2019-10-30,1,126,5739,742.3333333333334,77945,105
04,2019-10-30,2,87,1435,519.1923076923077,13499,26
04,2019-10-31,0,1186,1186,1186.0,1186,1
04,2019-10-31,1,95,3680,604.7469879518072,50194,83
04,2019-10-31,2,83,1027,420.3,4203,10
04,2019-11-01,0,384,1884,953.7,9537,10
04,2019-11-01,1,90,3386,622.0754716981132,65940,106
04,2019-11-01,2,109,1823,460.2352941176471,15648,34
04,2019-11-02,0,99,2643,978.875,15662,16
04,2019-11-02,1,78,25431,928.4701492537314,124415,134
04,2019-11-02,2,179,1753,649.6666666666666,11694,18
04,2019-11-03,0,269,4538,1126.3333333333333,10137,9
04,2019-11-03,1,61,16863,693.4351851851852,74891,108
04,2019-11-03,2,191,1868,722.6875,11563,16
04,2019-11-04,0,157,1625,703.5714285714286,4925,7
04,2019-11-04,1,113,3534,654.3636363636364,57584,88
04,2019-11-04,2,76,646,357.40909090909093,7863,22
04,2019-11-05,0,136,1177,545.2857142857143,3817,7
04,2019-11-05,1,93,2673,670.8473282442748,87881,131
04,2019-11-05,2,147,2295,803.6470588235294,27324,34
04,2019-11-06,0,67,1574,886.1578947368421,16837,19
04,2019-11-06,1,84,13624,723.6595744680851,68024,94
04,2019-11-06,2,100,1800,611.0370370370371,16498,27
04,2019-11-07,0,185,1360,793.8181818181819,8732,11
04,2019-11-07,1,62,2693,599.219512195122,73704,123
04,2019-11-07,2,141,2179,722.7777777777778,13010,18
04,2019-11-08,0,157,995,506.2,2531,5
04,2019-11-08,1,75,2694,483.9247311827957,45005,93
04,2019-11-08,2,104,1603,594.8181818181819,6543,11
04,2019-11-09,0,343,914,644.3333333333334,1933,3
04,2019-11-09,1,91,2094,603.1132075471698,31965,53
04,2019-11-09,2,255,1577,724.3333333333334,4346,6
04,2019-11-10,0,198,972,472.6666666666667,1418,3
04,2019-11-10,1,67,2239,539.939024390244,44275,82
04,2019-11-10,2,100,1650,694.6,6946,10
04,2019-11-11,0,136,9112,2674.0,16044,6
04,2019-11-11,1,62,2692,492.32323232323233,48740,99
04,2019-11-11,2,121,2033,477.5,8595,18
04,2019-11-12,0,303,812,589.6666666666666,1769,3
04,2019-11-12,1,106,2199,597.1009174311927,65084,109
04,2019-11-12,2,61,1915,443.92,11098,25
04,2019-11-13,0,373,814,552.3333333333334,1657,3
04,2019-11-13,1,89,6539,663.53125,42466,64
04,2019-11-13,2,141,1400,503.70588235294116,8563,17
04,2019-11-14,0,1513,1513,1513.0,1513,1
04,2019-11-14,1,77,3296,506.3875,40511,80
04,2019-11-14,2,159,1680,726.3684210526316,13801,19
04,2019-11-15,0,323,1453,1029.0,4116,4
04,2019-11-15,1,106,2694,555.8831168831168,42803,77
04,2019-11-15,2,97,1499,545.05,10901,20
04,2019-11-16,0,153,431,371.4,1857,5
04,2019-11-16,1,61,2730,547.152380952381,57451,105
04,2019-11-16,2,206,1352,601.9166666666666,7223,12
04,2019-11-17,0,262,792,496.85714285714283,3478,7
04,2019-11-17,1,67,3011,563.2727272727273,43372,77
04,2019-11-17,2,178,1461,562.1111111111111,10118,18
04,2019-11-18,0,176,1497,694.2222222222222,6248,9
04,2019-11-18,1,82,5887,712.3731343283582,47729,67
04,2019-11-18,2,189,627,416.5833333333333,4999,12
04,2019-11-19,0,201,1769,772.0,3088,4
04,2019-11-19,1,71,17872,766.9021739130435,70555,92
04,2019-11-19,2,106,764,400.9166666666667,4811,12
04,2019-11-20,0,183,2857,1047.2222222222222,9425,9
04,2019-11-20,1,77,2691,633.4368932038835,65244,103
04,2019-11-20,2,83,2134,756.9047619047619,15895,21
04,2019-11-21,0,177,798,339.6,1698,5
04,2019-11-21,1,65,3434,669.6477272727273,58929,88
04,2019-11-21,2,127,1989,657.8333333333334,7894,12
04,2019-11-22,0,311,2887,1345.7,13457,10
04,2019-11-22,1,73,3085,640.3333333333334,67235,105
04,2019-11-22,2,106,1719,614.1428571428571,12897,21
04,2019-11-23,0,810,4523,2666.5,5333,2
04,2019-11-23,1,69,4637,614.1724137931035,53433,87
04,2019-11-23,2,194,4487,1018.7777777777778,9169,9
04,2019-11-24,0,842,842,842.0,842,1
04,2019-11-24,1,83,2182,424.57894736842104,16134,38
04,2019-11-24,2,305,702,495.25,1981,4
04,2019-11-25,0,1595,1595,1595.0,1595,1
04,2019-11-25,1,72,3200,656.5473684210526,62372,95
04,2019-11-25,2,107,695,380.07142857142856,5321,14
04,2019-11-26,0,135,1797,766.5,3066,4
04,2019-11-26,1,64,4815,639.9805825242719,65918,103
04,2019-11-26,2,69,1171,526.1538461538462,6840,13
04,2019-11-27,0,338,1270,850.7142857142857,5955,7
04,2019-11-27,1,101,5237,633.1910112359551,56354,89
04,2019-11-27,2,106,1889,636.65,12733,20
04,2019-11-28,0,590,1133,795.0,2385,3
04,2019-11-28,1,87,2499,494.72,37104,75
04,2019-11-28,2,249,2145,824.7142857142857,5773,7
04,2019-11-29,0,134,1528,774.0,2322,3
04,2019-11-29,1,87,2540,580.2745098039215,29594,51
04,2019-11-29,2,93,2454,836.1,8361,10
04,2019-11-30,0,589,3628,2108.5,4217,2
04,2019-11-30,1,76,3662,634.9807692307693,33019,52
04,2019-11-30,2,149,3627,942.4545454545455,10367,11
04,2019-12-01,0,340,292794,146567.0,293134,2
04,2019-12-01,1,91,3247,509.65277777777777,36695,72
04,2019-12-01,2,105,895,431.0,4310,10
04,2019-12-02,0,213,1486,602.25,2409,4
04,2019-12-02,1,107,2690,567.6976744186046,24411,43
04,2019-12-02,2,317,857,517.3333333333334,4656,9
04,2019-12-03,0,376,574,469.0,1407,3
04,2019-12-03,1,122,4504,631.4821428571429,35363,56
04,2019-12-03,2,210,672,398.8,1994,5
04,2019-12-04,0,160,1520,880.3333333333334,2641,3
04,2019-12-04,1,72,22679,833.3684210526316,63336,76
04,2019-12-04,2,68,1062,459.8095238095238,9656,21
04,2019-12-05,0,312,312,312.0,312,1
04,2019-12-05,1,79,4315,651.9622641509434,69108,106
04,2019-12-05,2,85,1122,495.0,6435,13
04,2019-12-06,0,645,1548,972.0,2916,3
04,2019-12-06,1,120,3533,667.5694444444445,48065,72
04,2019-12-06,2,109,11755,1401.375,22422,16
04,2019-12-07,0,116,869,541.6,2708,5
04,2019-12-07,1,80,3304262,35651.29787234042,3351222,94
04,2019-12-07,2,197,1429,693.8333333333334,8326,12
04,2019-12-08,0,302,1443,801.5714285714286,5611,7
04,2019-12-08,1,62,26032,860.4222222222222,77438,90
04,2019-12-08,2,93,1158,526.5,6318,12
04,2019-12-09,0,125,1430,570.6666666666666,1712,3
04,2019-12-09,1,132,4577,497.8837209302326,21409,43
04,2019-12-09,2,263,651,492.4,2462,5
04,2019-12-10,0,688,12511,4394.5,17578,4
04,2019-12-10,1,114,2691,644.021052631579,61182,95
04,2019-12-10,2,77,1305,457.4761904761905,9607,21
04,2019-12-11,0,95,1724,909.5,1819,2
04,2019-12-11,1,134,3450,557.5897435897435,21746,39
04,2019-12-11,2,117,960,386.375,3091,8
04,2019-12-12,0,119,414,231.66666666666666,695,3
04,2019-12-12,1,76,3012,594.3205128205128,46357,78
04,2019-12-12,2,158,867,511.9,5119,10
04,2019-12-13,0,204,1436,807.2,4036,5
04,2019-12-13,1,77,3617,593.7011494252873,51652,87
04,2019-12-13,2,266,872,537.375,4299,8
04,2019-12-14,0,50537,50537,50537.0,50537,1
04,2019-12-14,1,69,1777,473.4,18936,40
04,2019-12-14,2,514,727,620.5,1241,2
04,2019-12-15,0,96,2126,475.6666666666667,4281,9
04,2019-12-15,1,81,2497,595.7777777777778,64344,108
04,2019-12-15,2,278,1877,717.0,5736,8
04,2019-12-16,0,324,1361,842.5,1685,2
04,2019-12-16,1,124,2691,698.984126984127,44036,63
04,2019-12-16,2,113,1335,568.25,6819,12
04,2019-12-17,0,182,1587,652.6666666666666,1958,3
04,2019-12-17,1,162,3050,658.1034482758621,19085,29
04,2019-12-17,2,257,523,392.5,2355,6
04,2019-12-18,0,204,1571,887.5,1775,2
04,2019-12-18,1,70,2726,616.0123456790124,49897,81
04,2019-12-18,2,95,1273,578.6666666666666,8680,15
04,2019-12-19,0,142,279,210.5,421,2
04,2019-12-19,1,78,3239,510.35185185185185,27559,54
04,2019-12-19,2,223,1524,635.3333333333334,5718,9
04,2019-12-20,0,101,101,101.0,101,1
04,2019-12-20,1,97,2690,595.3833333333333,35723,60
04,2019-12-20,2,118,791,411.64285714285717,5763,14
04,2019-12-21,0,682,842,762.0,1524,2
04,2019-12-21,1,100,2836,430.39344262295083,26254,61
04,2019-12-21,2,126,2523,595.8571428571429,4171,7
04,2019-12-22,0,204,925,564.5,1129,2
04,2019-12-22,1,66,2542,545.7971014492754,37660,69
04,2019-12-22,2,159,1720,695.0,6950,10
04,2019-12-23,0,191,1398,607.3333333333334,1822,3
04,2019-12-23,1,74,3118,566.8550724637681,39113,69
04,2019-12-23,2,216,844,425.1818181818182,4677,11
04,2019-12-24,0,145,2424,1284.5,2569,2
04,2019-12-24,1,61,2544,584.3928571428571,32726,56
04,2019-12-24,2,62,1732,319.45,6389,20
04,2019-12-25,0,249,4602,1799.0,5397,3
04,2019-12-25,1,69,1547,422.72972972972974,15641,37
04,2019-12-25,2,643,1025,835.3333333333334,2506,3
04,2019-12-26,1,64,1577,529.6923076923077,20658,39
04,2019-12-26,2,173,703,395.3333333333333,2372,6
04,2019-12-27,0,225,3345,1524.0,7620,5
04,2019-12-27,1,64,2767,561.6190476190476,35382,63
04,2019-12-27,2,131,1790,521.1111111111111,4690,9
04,2019-12-28,0,153,2298,1194.8181818181818,13143,11
04,2019-12-28,1,66,2740,604.859375,38711,64
04,2019-12-28,2,175,970,441.8,4418,10
04,2019-12-29,0,95,1925,834.3,16686,20
04,2019-12-29,1,88,6958,849.5540540540541,62867,74
04,2019-12-29,2,158,1757,670.2727272727273,7373,11
04,2019-12-30,0,1466,1466,1466.0,1466,1
04,2019-12-30,1,128,2102,509.6551724137931,14780,29
04,2019-12-30,2,405,565,460.0,1380,3
04,2019-12-31,0,265,14424,3509.2,17546,5
04,2019-12-31,1,121,2879,713.072463768116,49202,69
04,2019-12-31,2,177,1808,762.5,3050,4
05,2019-01-01,0,184,2773,1329.857142857143,9309,7
05,2019-01-01,1,103,4172,805.9821428571429,45135,56
05,2019-01-01,2,275,1553,609.3333333333334,5484,9
05,2019-01-02,0,124,1600,853.4444444444445,7681,9
05,2019-01-02,1,76,3226,564.0479233226837,176547,313
05,2019-01-02,2,89,2467,552.776119402985,37036,67
05,2019-01-03,0,239,1650,708.7142857142857,4961,7
05,2019-01-03,1,61,2596,540.4117647058823,183740,340
05,2019-01-03,2,101,2276,551.6944444444445,39722,72
05,2019-01-04,0,443,1053,765.6666666666666,2297,3
05,2019-01-04,1,79,11096,634.7185430463576,191685,302
05,2019-01-04,2,94,2452,598.0845070422536,42464,71
05,2019-01-05,0,304,19252,6610.75,26443,4
05,2019-01-05,1,114,1901,625.8409090909091,27537,44
05,2019-01-05,2,151,1463,583.625,4669,8
05,2019-01-06,0,1323,2140,1691.6666666666667,5075,3
05,2019-01-06,1,82,2569,638.2115384615385,33187,52
05,2019-01-06,2,167,2560,956.3636363636364,10520,11
05,2019-01-07,0,137,1499,641.8333333333334,3851,6
05,2019-01-07,1,77,2691,517.0962099125364,177364,343
05,2019-01-07,2,79,53607,1521.7313432835822,101956,67
05,2019-01-08,0,481,1524,761.5,3046,4
05,2019-01-08,1,85,2383,483.56410256410254,113154,234
05,2019-01-08,2,95,2426,588.3518518518518,31771,54
05,2019-01-09,0,350,1199,600.0,2400,4
05,2019-01-09,1,79,2812,548.5097493036212,196915,359
05,2019-01-09,2,116,1871,526.3692307692307,34214,65
05,2019-01-10,0,235,1697,818.75,3275,4
05,2019-01-10,1,84,2458,522.4670658682635,174504,334
05,2019-01-10,2,88,2789,623.2058823529412,42378,68
05,2019-01-11,0,174,1653,840.3333333333334,2521,3
05,2019-01-11,1,69,3000,529.9694656488549,138852,262
05,2019-01-11,2,66,2627,492.42622950819674,30038,61
05,2019-01-12,1,70,2039,566.8048780487804,23239,41
05,2019-01-12,2,94,1370,473.06666666666666,7096,15
05,2019-01-13,1,102,10861,623.6491228070175,35548,57
05,2019-01-13,2,95,1531,528.7777777777778,9518,18
05,2019-01-14,0,367,2376,1401.8333333333333,8411,6
05,2019-01-14,1,68,4739,532.415625,170373,320
05,2019-01-14,2,89,2388,449.53846153846155,29220,65
05,2019-01-15,0,476,2434,1239.4,6197,5
05,2019-01-15,1,61,7906,512.5047923322684,160414,313
05,2019-01-15,2,68,2439,535.6704545454545,47139,88
05,2019-01-16,0,236,1523,813.0,3252,4
05,2019-01-16,1,92,2681,509.53709198813056,171714,337
05,2019-01-16,2,112,1949,471.44871794871796,36773,78
05,2019-01-17,0,189,1671,592.0,3552,6
05,2019-01-17,1,76,2681,507.66881028938906,157885,311
05,2019-01-17,2,93,18740,831.3536585365854,68171,82
05,2019-01-18,0,497,1462,927.25,3709,4
05,2019-01-18,1,92,5916,514.9904761904762,108148,210
05,2019-01-18,2,62,1118,434.2040816326531,21276,49
05,2019-01-19,0,214,491,352.5,705,2
05,2019-01-19,1,128,2591,582.3571428571429,32612,56
05,2019-01-19,2,271,800,414.14285714285717,2899,7
05,2019-01-20,1,124,2062,511.9047619047619,10750,21
05,2019-01-20,2,218,1723,840.0,2520,3
05,2019-01-21,0,1595,1595,1595.0,1595,1
05,2019-01-21,1,104,2342,529.5,32829,62
05,2019-01-21,2,61,947,417.1875,6675,16
05,2019-01-22,0,536,1736,1136.0,2272,2
05,2019-01-22,1,99,6434,513.7052631578947,97604,190
05,2019-01-22,2,66,2857,519.95,20798,40
05,2019-01-23,0,404,1539,900.3333333333334,2701,3
05,2019-01-23,1,69,7205,512.7466216216217,151773,296
05,2019-01-23,2,130,2685,535.2647058823529,36398,68
05,2019-01-24,0,397,1617,1182.3333333333333,3547,3
05,2019-01-24,1,84,2128,501.69262295081967,122413,244
05,2019-01-24,2,129,2358,593.0338983050848,34989,59
05,2019-01-25,0,185,2432,853.8888888888889,7685,9
05,2019-01-25,1,84,5084,547.4922480620155,141253,258
05,2019-01-25,2,64,2582,563.639344262295,34382,61
05,2019-01-26,0,1591,1591,1591.0,1591,1
05,2019-01-26,1,94,1995,487.35483870967744,30216,62
05,2019-01-26,2,185,1004,520.875,4167,8
05,2019-01-27,0,1622,1622,1622.0,1622,1
05,2019-01-27,1,156,2567,707.3555555555556,31831,45
05,2019-01-27,2,244,1058,497.5,2985,6
05,2019-01-28,0,169,2631,937.1428571428571,6560,7
05,2019-01-28,1,74,4682,529.3612903225807,164102,310
05,2019-01-28,2,88,2358,485.82894736842104,36923,76
05,2019-01-29,0,190,2463,1080.2,5401,5
05,2019-01-29,1,64,3939,507.5139318885449,163927,323
05,2019-01-29,2,75,2579,554.4657534246576,40476,73
